resource,attribute_path,detector_kind,detector_name,family,attr_class,base_weight,class_multiplier,weight,nested_weight,non_nested_weight,provenance,product,is_iam,file_path:line,notes
google_access_context_manager_access_level,basic,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:127,
google_access_context_manager_access_level,basic.conditions,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:134,
google_access_context_manager_access_level,basic.conditions,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:134,
google_access_context_manager_access_level,basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:141,
google_access_context_manager_access_level,basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:141,
google_access_context_manager_access_level,basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:141,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:150,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:150,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:150,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:150,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:160,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:160,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:160,
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:160,
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:170,
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:170,
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:170,
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:170,
google_access_context_manager_access_level,basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:217,
google_access_context_manager_access_level,basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:217,
google_access_context_manager_access_level,basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:217,
google_access_context_manager_access_level,basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:234,
google_access_context_manager_access_level,basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:234,
google_access_context_manager_access_level,basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:234,
google_access_context_manager_access_level,basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:256,
google_access_context_manager_access_level,basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:256,
google_access_context_manager_access_level,basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:256,
google_access_context_manager_access_level,basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:266,
google_access_context_manager_access_level,basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:266,
google_access_context_manager_access_level,basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:266,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:278,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:278,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:278,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:284,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:284,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:284,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:284,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296,
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296,
google_access_context_manager_access_level,custom,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:328,
google_access_context_manager_access_level,custom.expr,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:336,
google_access_context_manager_access_level,custom.expr,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:336,
google_access_context_manager_access_level_condition,access_level,DiffSuppressFunc,tpgresource.CompareSelfLinkOrResourceName,Representation,Required,1.00,1.20,1.20,0.00,1.20,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:105,
google_access_context_manager_access_level_condition,device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:108,
google_access_context_manager_access_level_condition,device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:118,
google_access_context_manager_access_level_condition,device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:118,
google_access_context_manager_access_level_condition,device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:129,
google_access_context_manager_access_level_condition,device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:129,
google_access_context_manager_access_level_condition,device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:140,
google_access_context_manager_access_level_condition,device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:140,
google_access_context_manager_access_level_condition,ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:188,
google_access_context_manager_access_level_condition,members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:206,
google_access_context_manager_access_level_condition,regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:230,
google_access_context_manager_access_level_condition,required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:241,
google_access_context_manager_access_level_condition,vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:254,
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:261,
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:261,
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:275,
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:275,
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:275,
google_access_context_manager_access_levels,access_levels,NestedBlock,schema.TypeSet,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:114,
google_access_context_manager_access_levels,access_levels.basic,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:142,
google_access_context_manager_access_levels,access_levels.basic,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:142,
google_access_context_manager_access_levels,access_levels.basic.conditions,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:149,
google_access_context_manager_access_levels,access_levels.basic.conditions,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:149,
google_access_context_manager_access_levels,access_levels.basic.conditions,NestedBlock,schema.TypeList,NestedBlock,Required,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:149,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:156,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:156,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:156,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:156,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185,
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185,
google_access_context_manager_access_levels,access_levels.basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:227,
google_access_context_manager_access_levels,access_levels.basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:227,
google_access_context_manager_access_levels,access_levels.basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:227,
google_access_context_manager_access_levels,access_levels.basic.conditions.ip_subnetworks,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:227,
google_access_context_manager_access_levels,access_levels.basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:244,
google_access_context_manager_access_levels,access_levels.basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:244,
google_access_context_manager_access_levels,access_levels.basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:244,
google_access_context_manager_access_levels,access_levels.basic.conditions.members,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:244,
google_access_context_manager_access_levels,access_levels.basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:266,
google_access_context_manager_access_levels,access_levels.basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:266,
google_access_context_manager_access_levels,access_levels.basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:266,
google_access_context_manager_access_levels,access_levels.basic.conditions.regions,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:266,
google_access_context_manager_access_levels,access_levels.basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:276,
google_access_context_manager_access_levels,access_levels.basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:276,
google_access_context_manager_access_levels,access_levels.basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:276,
google_access_context_manager_access_levels,access_levels.basic.conditions.required_access_levels,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:276,
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:288,
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:288,
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources,NestedBlock,schema.TypeList,NestedBlock,Optional,2.00,0.00,0.00,0.00,0.00,Generated,accesscontextmanager,false,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:288,
