resource,score,nested_weight,non_nested_weight,tier,LikelyBreaking,provenance,product,is_iam,Representation,NullEmpty,Ordering,CustomizeDiff,NestedBlock,Required,Optional,Optional+Computed,Computed-only
google_cloud_run_v2_worker_pool_iam_binding,1.10,0.00,1.10,D,true,Generated,cloudrunv2,true,0,0,1,0,2,2,1,0,0
google_cloud_run_v2_worker_pool_iam_member,1.20,0.00,1.20,D,true,Generated,cloudrunv2,true,1,0,0,0,1,1,1,0,0
google_cloud_run_v2_worker_pool_iam_policy,1.20,0.00,1.20,D,false,Generated,cloudrunv2,true,1,0,0,0,0,1,0,0,0
google_cloud_scheduler_job,14.15,0.00,14.15,A,true,Generated,cloudscheduler,false,6,1,0,3,16,2,24,0,0
google_cloud_tasks_queue,12.85,4.00,8.85,A,true,Generated,cloudtasks,false,6,0,0,1,22,3,18,8,0
google_cloud_tasks_queue_iam_binding,1.10,0.00,1.10,D,true,Generated,cloudtasks,true,0,0,1,0,2,2,1,0,0
google_cloud_tasks_queue_iam_member,1.20,0.00,1.20,D,true,Generated,cloudtasks,true,1,0,0,0,1,1,1,0,0
google_cloud_tasks_queue_iam_policy,1.20,0.00,1.20,D,false,Generated,cloudtasks,true,1,0,0,0,0,1,0,0,0
google_cloudbuild_bitbucket_server_config,2.25,0.00,2.25,C,true,Generated,cloudbuild,false,0,0,0,1,2,1,2,0,0
google_cloudbuild_trigger,14.50,10.00,4.50,A,true,Generated,cloudbuild,false,0,0,0,2,122,5,114,1,4
google_cloudbuildv2_connection,55.10,4.00,51.10,A,true,Generated,cloudbuildv2,false,40,0,0,2,28,45,23,0,2
google_cloudbuildv2_connection_iam_binding,1.10,0.00,1.10,D,true,Generated,cloudbuildv2,true,0,0,1,0,2,2,1,0,0
google_cloudbuildv2_connection_iam_member,1.20,0.00,1.20,D,true,Generated,cloudbuildv2,true,1,0,0,0,1,1,1,0,0
google_cloudbuildv2_connection_iam_policy,1.20,0.00,1.20,D,false,Generated,cloudbuildv2,true,1,0,0,0,0,1,0,0,0
google_cloudbuildv2_repository,7.70,2.00,5.70,C,true,Generated,cloudbuildv2,false,1,0,0,2,2,1,3,0,1
google_clouddeploy_automation,18.75,12.00,6.75,A,true,Generated,clouddeploy,false,0,0,0,3,40,4,33,3,3
google_clouddeploy_custom_target_type,12.75,6.00,6.75,A,true,Generated,clouddeploy,false,0,0,0,3,20,0,20,0,3
google_clouddeploy_custom_target_type_iam_binding,1.10,0.00,1.10,D,true,Generated,clouddeploy,true,0,0,1,0,2,2,1,0,0
google_clouddeploy_custom_target_type_iam_member,1.20,0.00,1.20,D,true,Generated,clouddeploy,true,1,0,0,0,1,1,1,0,0
google_clouddeploy_custom_target_type_iam_policy,1.20,0.00,1.20,D,false,Generated,clouddeploy,true,1,0,0,0,0,1,0,0,0
google_clouddeploy_delivery_pipeline_iam_binding,1.10,0.00,1.10,D,true,Generated,clouddeploy,true,0,0,1,0,2,2,1,0,0
google_clouddeploy_delivery_pipeline_iam_member,1.20,0.00,1.20,D,true,Generated,clouddeploy,true,1,0,0,0,1,1,1,0,0
google_clouddeploy_delivery_pipeline_iam_policy,1.20,0.00,1.20,D,false,Generated,clouddeploy,true,1,0,0,0,0,1,0,0,0
google_clouddeploy_deploy_policy,24.75,18.00,6.75,A,true,Generated,clouddeploy,false,0,0,0,3,71,22,43,6,3
google_clouddeploy_target_iam_binding,1.10,0.00,1.10,D,true,Generated,clouddeploy,true,0,0,1,0,2,2,1,0,0
google_clouddeploy_target_iam_member,1.20,0.00,1.20,D,true,Generated,clouddeploy,true,1,0,0,0,1,1,1,0,0
google_clouddeploy_target_iam_policy,1.20,0.00,1.20,D,false,Generated,clouddeploy,true,1,0,0,0,0,1,0,0,0
google_clouddomains_registration,14.50,10.00,4.50,A,true,Generated,clouddomains,false,0,0,0,2,66,20,43,1,4
google_cloudfunctions2_function,28.70,22.00,6.70,A,true,Generated,cloudfunctions2,false,2,0,0,2,36,0,27,11,2
google_cloudfunctions2_function_iam_binding,1.10,0.00,1.10,D,true,Generated,cloudfunctions2,true,0,0,1,0,2,2,1,0,0
google_cloudfunctions2_function_iam_member,1.20,0.00,1.20,D,true,Generated,cloudfunctions2,true,1,0,0,0,1,1,1,0,0
google_cloudfunctions2_function_iam_policy,1.20,0.00,1.20,D,false,Generated,cloudfunctions2,true,1,0,0,0,0,1,0,0,0
google_cloudfunctions_function,22.15,12.00,10.15,A,true,Handwritten,cloudfunctions,false,3,0,0,3,12,2,10,4,2
google_cloudfunctions_function_iam_binding,1.10,0.00,1.10,D,true,Generated,cloudfunctions,true,0,0,1,0,2,2,1,0,0
google_cloudfunctions_function_iam_member,1.20,0.00,1.20,D,true,Generated,cloudfunctions,true,1,0,0,0,1,1,1,0,0
google_cloudfunctions_function_iam_policy,1.20,0.00,1.20,D,false,Generated,cloudfunctions,true,1,0,0,0,0,1,0,0,0
google_colab_notebook_execution,4.65,0.00,4.65,C,true,Generated,colab,false,2,0,0,1,3,2,4,0,0
google_colab_runtime,4.65,0.00,4.65,C,true,Generated,colab,false,2,0,0,1,1,2,2,0,0
google_colab_runtime_template,35.30,20.00,15.30,A,true,Generated,colab,false,6,4,0,2,14,0,8,16,2
google_colab_runtime_template_iam_binding,1.10,0.00,1.10,D,true,Generated,colab,true,0,0,1,0,2,2,1,0,0
google_colab_runtime_template_iam_member,1.20,0.00,1.20,D,true,Generated,colab,true,1,0,0,0,1,1,1,0,0
google_colab_runtime_template_iam_policy,1.20,0.00,1.20,D,false,Generated,colab,true,1,0,0,0,0,1,0,0,0
google_colab_schedule,7.05,0.00,7.05,A,true,Generated,colab,false,4,0,0,1,9,7,7,0,0
google_composer_environment,161.60,108.00,53.60,A,true,Handwritten,composer,false,31,0,6,6,80,2,43,76,2
google_composer_user_workloads_config_map,2.25,0.00,2.25,C,true,Generated,composer,false,0,0,0,1,1,0,2,0,0
google_composer_user_workloads_secret,4.50,0.00,4.50,C,false,Handwritten,composer,false,0,0,0,2,0,0,2,0,0
google_compute_address,14.70,6.00,8.70,B,true,Generated,compute,false,3,1,0,2,4,0,5,2,3
google_compute_attached_disk,6.90,0.00,6.90,C,false,Handwritten,compute,false,2,0,0,2,0,2,2,0,0
google_compute_autoscaler,14.80,8.00,6.80,A,true,Generated,compute,false,2,0,0,2,19,2,16,5,0
google_compute_backend_bucket,5.25,2.00,3.25,A,true,Generated,compute,false,1,0,0,1,17,0,18,1,0
google_compute_backend_bucket_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_backend_bucket_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_backend_bucket_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_backend_bucket_signed_url_key,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_backend_service,26.65,6.00,20.65,A,true,Generated,compute,false,8,0,10,1,70,2,84,3,0
google_compute_backend_service_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_backend_service_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_backend_service_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_backend_service_signed_url_key,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_cross_site_network,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_disk,36.10,12.00,24.10,A,true,Generated,compute,false,16,0,0,3,14,0,26,4,3
google_compute_disk_async_replication,3.60,0.00,3.60,C,true,Handwritten,compute,false,3,0,0,0,1,4,0,0,0
google_compute_disk_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_disk_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_disk_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_disk_resource_policy_attachment,6.80,0.00,6.80,C,false,Generated,compute,false,2,0,0,2,0,1,2,1,0
google_compute_external_vpn_gateway,8.50,4.00,4.50,B,true,Generated,compute,false,0,0,0,2,4,0,4,0,2
google_compute_firewall,24.95,2.00,22.95,A,true,Generated,compute,false,7,0,8,3,16,5,27,2,0
google_compute_firewall_policy,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_firewall_policy_association,4.65,0.00,4.65,C,false,Generated,compute,false,2,0,0,1,0,2,1,0,0
google_compute_firewall_policy_rule,9.45,0.00,9.45,A,true,Generated,compute,false,7,0,0,1,33,4,37,0,0
google_compute_firewall_policy_with_rules,98.00,98.00,0.00,A,true,Generated,compute,false,0,0,0,0,101,6,46,0,49
google_compute_forwarding_rule,23.35,6.00,17.35,A,true,Generated,compute,false,9,0,1,3,6,0,10,7,2
google_compute_future_reservation,4.25,2.00,2.25,A,true,Generated,compute,false,0,0,0,1,82,3,79,0,1
google_compute_global_address,11.50,4.00,7.50,B,true,Generated,compute,false,1,2,0,2,3,0,6,0,2
google_compute_global_forwarding_rule,17.10,6.00,11.10,A,true,Generated,compute,false,6,0,0,2,8,3,6,5,2
google_compute_global_network_endpoint,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_global_network_endpoint_group,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_ha_vpn_gateway,14.80,6.00,8.80,B,true,Generated,compute,false,4,0,0,2,4,1,5,2,2
google_compute_health_check,13.50,2.00,11.50,A,true,Generated,compute,false,7,0,0,2,9,0,17,1,0
google_compute_http_health_check,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_https_health_check,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_image,43.90,12.00,31.90,A,true,Generated,compute,false,25,0,0,2,20,12,29,4,2
google_compute_image_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_image_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_image_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_instance,113.65,28.00,85.65,A,true,Handwritten,compute,false,55,3,6,7,63,23,59,50,2
google_compute_instance_from_machine_image,0.00,0.00,0.00,D,false,Handwritten,compute,false,0,0,0,0,0,0,0,0,0
google_compute_instance_from_template,0.00,0.00,0.00,D,false,Handwritten,compute,false,0,0,0,0,0,0,0,0,0
google_compute_instance_group,8.80,2.00,6.80,B,true,Handwritten,compute,false,1,0,1,2,2,0,3,3,0
google_compute_instance_group_manager,50.55,30.00,20.55,A,true,Handwritten,compute,false,6,2,5,3,31,5,27,5,10
google_compute_instance_group_membership,5.65,0.00,5.65,C,false,Generated,compute,false,3,0,0,1,0,2,2,0,0
google_compute_instance_group_named_port,6.80,0.00,6.80,C,false,Generated,compute,false,2,0,0,2,0,1,2,1,0
google_compute_instance_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_instance_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_instance_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_instance_settings,3.45,0.00,3.45,C,true,Generated,compute,false,1,0,0,1,3,1,4,0,0
google_compute_instance_template,53.65,10.00,43.65,A,true,Handwritten,compute,false,17,3,12,5,60,19,62,12,4
google_compute_instance_template_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_instance_template_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_instance_template_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_instant_snapshot,10.80,4.00,6.80,B,true,Generated,compute,false,2,0,0,2,3,1,3,1,2
google_compute_instant_snapshot_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_instant_snapshot_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_instant_snapshot_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_interconnect,26.90,20.00,6.90,A,true,Generated,compute,false,2,0,1,2,25,4,15,0,11
google_compute_interconnect_attachment,13.80,6.00,7.80,B,true,Generated,compute,false,3,0,0,2,6,1,6,1,3
google_compute_interconnect_attachment_group,88.25,86.00,2.25,A,true,Generated,compute,false,0,0,0,1,45,1,2,0,43
google_compute_interconnect_group,76.25,74.00,2.25,A,true,Generated,compute,false,0,0,0,1,39,1,2,0,37
google_compute_machine_image,7.45,2.00,5.45,C,true,Generated,compute,false,3,0,0,1,2,1,4,0,1
google_compute_machine_image_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_machine_image_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_machine_image_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_managed_ssl_certificate,6.65,2.00,4.65,C,true,Generated,compute,false,2,0,0,1,4,4,2,0,1
google_compute_network,3.25,0.00,3.25,C,true,Generated,compute,false,1,0,0,1,3,0,5,0,0
google_compute_network_attachment,5.35,2.00,3.35,C,true,Generated,compute,false,1,0,0,1,4,1,3,1,1
google_compute_network_edge_security_service,3.25,0.00,3.25,C,false,Generated,compute,false,1,0,0,1,0,0,2,0,0
google_compute_network_endpoint,7.80,0.00,7.80,C,false,Generated,compute,false,3,0,0,2,0,1,3,1,0
google_compute_network_endpoint_group,7.80,0.00,7.80,C,false,Generated,compute,false,3,0,0,2,0,1,3,1,0
google_compute_network_endpoints,8.80,0.00,8.80,B,true,Generated,compute,false,4,0,0,2,1,1,5,1,0
google_compute_network_firewall_policy,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_network_firewall_policy_association,4.65,0.00,4.65,C,false,Generated,compute,false,2,0,0,1,0,2,1,0,0
google_compute_network_firewall_policy_packet_mirroring_rule,3.45,0.00,3.45,A,true,Generated,compute,false,1,0,0,1,11,4,9,0,0
google_compute_network_firewall_policy_rule,9.45,0.00,9.45,A,true,Generated,compute,false,7,0,0,1,32,4,36,0,0
google_compute_network_firewall_policy_with_rules,96.25,94.00,2.25,A,true,Generated,compute,false,0,0,0,1,97,6,45,0,47
google_compute_network_peering,2.40,0.00,2.40,C,false,Handwritten,compute,false,2,0,0,0,0,2,0,0,0
google_compute_network_peering_routes_config,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_node_group,8.55,4.00,4.55,A,true,Generated,compute,false,2,0,0,1,5,1,4,3,0
google_compute_node_template,5.35,2.00,3.35,A,true,Generated,compute,false,1,0,0,1,5,0,5,2,0
google_compute_organization_security_policy,0.00,0.00,0.00,D,false,Generated,compute,false,0,0,0,0,0,0,0,0,0
google_compute_organization_security_policy_association,0.00,0.00,0.00,D,false,Generated,compute,false,0,0,0,0,0,0,0,0,0
google_compute_organization_security_policy_rule,0.00,0.00,0.00,A,true,Generated,compute,false,0,0,0,0,18,6,12,0,0
google_compute_packet_mirroring,18.25,0.00,18.25,A,true,Generated,compute,false,10,0,4,1,14,13,16,0,0
google_compute_per_instance_config,14.80,0.00,14.80,A,true,Generated,compute,false,10,0,0,2,15,1,25,1,0
google_compute_preview_feature,2.25,0.00,2.25,C,true,Generated,compute,false,0,0,0,1,3,0,4,0,0
google_compute_project_cloud_armor_tier,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_project_default_network_tier,2.25,0.00,2.25,C,false,Handwritten,compute,false,0,0,0,1,0,0,1,0,0
google_compute_project_metadata,2.25,0.00,2.25,C,true,Handwritten,compute,false,0,0,0,1,1,1,1,0,0
google_compute_project_metadata_item,2.25,0.00,2.25,C,false,Handwritten,compute,false,0,0,0,1,0,0,1,0,0
google_compute_public_advertised_prefix,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_public_delegated_prefix,5.45,2.00,3.45,C,false,Generated,compute,false,1,0,0,1,1,1,1,0,1
google_compute_region_autoscaler,10.80,4.00,6.80,A,true,Generated,compute,false,2,0,0,2,19,2,18,3,0
google_compute_region_backend_service,33.00,10.00,23.00,A,true,Generated,compute,false,10,0,8,2,55,2,67,6,0
google_compute_region_backend_service_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_region_backend_service_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_region_backend_service_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_region_commitment,3.35,0.00,3.35,C,true,Generated,compute,false,1,0,0,1,2,0,3,1,0
google_compute_region_disk,25.10,10.00,15.10,A,true,Generated,compute,false,7,0,0,3,10,1,13,3,3
google_compute_region_disk_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_region_disk_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_region_disk_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_region_disk_resource_policy_attachment,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_region_health_check,14.60,2.00,12.60,A,true,Generated,compute,false,8,0,0,2,8,0,16,2,0
google_compute_region_instance_group_manager,51.50,32.00,19.50,A,true,Handwritten,compute,false,4,4,6,2,37,8,28,7,10
google_compute_region_instance_template,57.70,14.00,43.70,A,true,Handwritten,compute,false,15,3,12,6,60,19,61,12,4
google_compute_region_network_endpoint,7.80,0.00,7.80,C,false,Generated,compute,false,3,0,0,2,0,1,3,1,0
google_compute_region_network_endpoint_group,7.55,2.00,5.55,A,true,Generated,compute,false,3,0,0,1,5,1,6,2,0
google_compute_region_network_firewall_policy,2.25,0.00,2.25,C,false,Generated,compute,false,0,0,0,1,0,0,1,0,0
google_compute_region_network_firewall_policy_association,4.65,0.00,4.65,C,false,Generated,compute,false,2,0,0,1,0,2,1,0,0
google_compute_region_network_firewall_policy_rule,10.70,0.00,10.70,A,true,Generated,compute,false,6,0,0,2,32,4,36,0,0
google_compute_region_network_firewall_policy_with_rules,96.25,94.00,2.25,A,true,Generated,compute,false,0,0,0,1,97,6,45,0,47
google_compute_region_per_instance_config,14.80,0.00,14.80,A,true,Generated,compute,false,10,0,0,2,15,1,25,1,0
google_compute_region_resize_request,218.55,214.00,4.55,A,true,Generated,compute,false,2,0,0,1,108,1,2,1,107
google_compute_region_security_policy,11.75,2.00,9.75,A,true,Generated,compute,false,2,0,5,1,89,6,88,3,0
google_compute_region_security_policy_rule,2.25,0.00,2.25,A,true,Generated,compute,false,0,0,0,1,53,0,54,0,0
google_compute_region_ssl_certificate,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_region_ssl_policy,8.60,2.00,6.60,B,true,Generated,compute,false,1,0,2,2,2,0,4,1,2
google_compute_region_target_http_proxy,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_region_target_https_proxy,7.55,0.00,7.55,C,true,Generated,compute,false,5,0,0,1,2,1,6,1,0
google_compute_region_target_tcp_proxy,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_region_url_map,71.05,12.00,59.05,A,true,Generated,compute,false,46,0,5,1,466,47,464,7,0
google_compute_reservation,11.45,8.00,3.45,A,true,Generated,compute,false,1,0,0,1,16,2,12,4,0
google_compute_resize_request,218.55,214.00,4.55,A,true,Generated,compute,false,2,0,0,1,108,1,2,1,107
google_compute_resource_policy,18.20,0.00,18.20,A,true,Generated,compute,false,9,0,3,2,34,14,33,1,0
google_compute_resource_policy_attachment,6.80,0.00,6.80,C,false,Generated,compute,false,2,0,0,2,0,1,2,1,0
google_compute_route,20.45,12.00,8.45,A,true,Generated,compute,false,5,0,1,1,10,1,10,0,6
google_compute_router,7.60,0.00,7.60,A,true,Generated,compute,false,3,0,0,2,9,0,13,1,0
google_compute_router_interface,7.50,0.00,7.50,C,false,Handwritten,compute,false,3,0,0,2,0,0,5,0,0
google_compute_router_nat,43.00,10.00,33.00,A,true,Generated,compute,false,6,0,21,2,26,9,39,7,0
google_compute_router_nat_address,9.10,0.00,9.10,B,true,Generated,compute,false,3,0,1,2,2,4,3,1,0
google_compute_router_peer,9.75,2.00,7.75,A,true,Handwritten,compute,false,5,0,0,1,7,1,8,4,0
google_compute_router_route_policy,4.55,0.00,4.55,A,true,Generated,compute,false,2,0,0,1,5,4,3,1,0
google_compute_security_policy,18.75,12.00,6.75,A,true,Handwritten,compute,false,0,0,0,3,100,19,78,4,2
google_compute_security_policy_rule,2.25,0.00,2.25,A,true,Generated,compute,false,0,0,0,1,52,3,50,0,0
google_compute_service_attachment,13.80,4.00,9.80,A,true,Generated,compute,false,4,0,1,2,7,2,9,1,2
google_compute_shared_vpc_host_project,0.00,0.00,0.00,D,false,Handwritten,compute,false,0,0,0,0,0,0,0,0,0
google_compute_shared_vpc_service_project,2.25,0.00,2.25,C,false,Handwritten,compute,false,0,0,0,1,0,0,1,0,0
google_compute_snapshot,14.80,8.00,6.80,B,true,Generated,compute,false,2,0,0,2,7,1,5,2,3
google_compute_snapshot_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_snapshot_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_snapshot_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_snapshot_settings,2.25,0.00,2.25,C,true,Generated,compute,false,0,0,0,1,3,1,3,0,0
google_compute_ssl_certificate,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_ssl_policy,7.50,2.00,5.50,C,true,Generated,compute,false,0,0,2,2,2,0,4,0,2
google_compute_storage_pool,14.80,8.00,6.80,B,true,Generated,compute,false,2,0,0,2,5,1,3,1,4
google_compute_storage_pool_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_storage_pool_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_storage_pool_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_subnetwork,18.30,2.00,16.30,A,true,Generated,compute,false,5,0,2,4,7,1,15,2,0
google_compute_subnetwork_iam_binding,1.10,0.00,1.10,D,true,Generated,compute,true,0,0,1,0,2,2,1,0,0
google_compute_subnetwork_iam_member,1.20,0.00,1.20,D,true,Generated,compute,true,1,0,0,0,1,1,1,0,0
google_compute_subnetwork_iam_policy,1.20,0.00,1.20,D,false,Generated,compute,true,1,0,0,0,0,1,0,0,0
google_compute_target_grpc_proxy,3.25,0.00,3.25,C,false,Generated,compute,false,1,0,0,1,0,0,2,0,0
google_compute_target_http_proxy,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_target_https_proxy,6.45,0.00,6.45,C,true,Generated,compute,false,4,0,0,1,2,1,6,0,0
google_compute_target_instance,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_target_pool,7.70,2.00,5.70,C,true,Handwritten,compute,false,0,0,1,2,2,0,3,2,0
google_compute_target_ssl_proxy,4.45,0.00,4.45,C,true,Generated,compute,false,2,0,0,1,1,1,3,0,0
google_compute_target_tcp_proxy,3.45,0.00,3.45,C,false,Generated,compute,false,1,0,0,1,0,1,1,0,0
google_compute_url_map,107.15,36.00,71.15,A,true,Generated,compute,false,58,0,5,1,523,48,521,18,0
google_compute_vpn_gateway,4.55,0.00,4.55,C,false,Generated,compute,false,2,0,0,1,0,1,1,1,0
google_compute_vpn_tunnel,42.00,8.00,34.00,A,true,Generated,compute,false,6,0,23,2,31,0,55,5,2
google_compute_wire_group,19.45,16.00,3.45,A,true,Generated,compute,false,1,0,0,1,16,1,9,0,8
google_contact_center_insights_analysis_rule,2.25,0.00,2.25,A,true,Generated,contactcenterinsights,false,0,0,0,1,16,0,17,0,0
google_contact_center_insights_view,2.25,0.00,2.25,C,false,Generated,contactcenterinsights,false,0,0,0,1,0,0,1,0,0
google_container_analysis_note,3.25,0.00,3.25,A,true,Generated,containeranalysis,false,0,0,1,1,5,3,4,0,0
google_container_analysis_note_iam_binding,1.10,0.00,1.10,D,true,Generated,containeranalysis,true,0,0,1,0,2,2,1,0,0
google_container_analysis_note_iam_member,1.20,0.00,1.20,D,true,Generated,containeranalysis,true,1,0,0,0,1,1,1,0,0
google_container_analysis_note_iam_policy,1.20,0.00,1.20,D,false,Generated,containeranalysis,true,1,0,0,0,0,1,0,0,0
google_container_analysis_occurrence,2.25,0.00,2.25,C,true,Generated,containeranalysis,false,0,0,0,1,3,3,1,0,0
google_container_attached_cluster,17.50,12.00,5.50,A,true,Generated,containerattached,false,1,0,0,2,25,2,20,3,3
google_container_cluster,443.40,324.00,119.40,A,true,Handwritten,container,false,62,27,2,10,340,58,188,187,8
google_container_node_pool,113.90,80.00,33.90,A,true,Handwritten,container,false,16,9,2,2,138,23,88,52,4
google_container_registry,3.25,0.00,3.25,C,false,Handwritten,containeranalysis,false,1,0,0,1,0,0,2,0,0
google_data_catalog_entry,17.00,16.00,1.00,A,true,Generated,datacatalog,false,1,0,0,0,11,2,2,0,8
google_data_catalog_entry_group,4.50,0.00,4.50,C,false,Generated,datacatalog,false,0,0,0,2,0,0,2,0,0
google_data_catalog_entry_group_iam_binding,1.10,0.00,1.10,D,true,Generated,datacatalog,true,0,0,1,0,2,2,1,0,0
google_data_catalog_entry_group_iam_member,1.20,0.00,1.20,D,true,Generated,datacatalog,true,1,0,0,0,1,1,1,0,0
google_data_catalog_entry_group_iam_policy,1.20,0.00,1.20,D,false,Generated,datacatalog,true,1,0,0,0,0,1,0,0,0
google_data_catalog_policy_tag,2.00,2.00,0.00,D,false,Generated,datacatalog,false,0,0,0,0,1,0,0,0,1
google_data_catalog_policy_tag_iam_binding,1.10,0.00,1.10,D,true,Generated,datacatalog,true,0,0,1,0,2,2,1,0,0
google_data_catalog_policy_tag_iam_member,1.20,0.00,1.20,D,true,Generated,datacatalog,true,1,0,0,0,1,1,1,0,0
google_data_catalog_policy_tag_iam_policy,1.20,0.00,1.20,D,false,Generated,datacatalog,true,1,0,0,0,0,1,0,0,0
google_data_catalog_tag,0.00,0.00,0.00,D,true,Generated,datacatalog,false,0,0,0,0,1,1,0,0,0
google_data_catalog_tag_template,4.50,0.00,4.50,A,true,Generated,datacatalog,false,0,0,0,2,10,7,5,0,0
google_data_catalog_tag_template_iam_binding,1.10,0.00,1.10,D,true,Generated,datacatalog,true,0,0,1,0,2,2,1,0,0
google_data_catalog_tag_template_iam_member,1.20,0.00,1.20,D,true,Generated,datacatalog,true,1,0,0,0,1,1,1,0,0
