resource,score,nested_weight,non_nested_weight,tier,LikelyBreaking,provenance,product,is_iam,Representation,NullEmpty,Ordering,CustomizeDiff,NestedBlock,Required,Optional,Optional+Computed,Computed-only
google_data_catalog_tag_template_iam_policy,1.20,0.00,1.20,D,false,Generated,datacatalog,true,1,0,0,0,0,1,0,0,0
google_data_catalog_taxonomy,2.25,0.00,2.25,C,true,Generated,datacatalog,false,0,0,0,1,1,0,2,0,0
google_data_catalog_taxonomy_iam_binding,1.10,0.00,1.10,D,true,Generated,datacatalog,true,0,0,1,0,2,2,1,0,0
google_data_catalog_taxonomy_iam_member,1.20,0.00,1.20,D,true,Generated,datacatalog,true,1,0,0,0,1,1,1,0,0
google_data_catalog_taxonomy_iam_policy,1.20,0.00,1.20,D,false,Generated,datacatalog,true,1,0,0,0,0,1,0,0,0
google_data_fusion_instance,13.85,6.00,7.85,A,true,Generated,datafusion,false,1,0,0,3,11,0,11,2,2
google_data_fusion_instance_iam_binding,1.10,0.00,1.10,D,true,Generated,datafusion,true,0,0,1,0,2,2,1,0,0
google_data_fusion_instance_iam_member,1.20,0.00,1.20,D,true,Generated,datafusion,true,1,0,0,0,1,1,1,0,0
google_data_fusion_instance_iam_policy,1.20,0.00,1.20,D,false,Generated,datafusion,true,1,0,0,0,0,1,0,0,0
google_data_loss_prevention_deidentify_template,0.00,0.00,0.00,A,true,Generated,datalossprevention,false,0,0,0,0,1345,207,1138,0,0
google_data_loss_prevention_discovery_config,2.00,2.00,0.00,A,true,Generated,datalossprevention,false,0,0,0,0,330,9,320,0,1
google_data_loss_prevention_inspect_template,0.00,0.00,0.00,A,true,Generated,datalossprevention,false,0,0,0,0,181,54,127,0,0
google_data_loss_prevention_job_trigger,0.00,0.00,0.00,A,true,Generated,datalossprevention,false,0,0,0,0,371,57,314,0,0
google_data_loss_prevention_stored_info_type,2.25,0.00,2.25,A,true,Generated,datalossprevention,false,0,0,0,1,24,11,14,0,0
google_data_pipeline_pipeline,2.25,0.00,2.25,A,true,Generated,datapipeline,false,0,0,0,1,61,3,59,0,0
google_database_migration_service_connection_profile,14.50,10.00,4.50,A,true,Generated,databasemigrationservice,false,0,0,0,2,61,7,51,0,5
google_database_migration_service_migration_job,14.50,10.00,4.50,A,true,Generated,databasemigrationservice,false,0,0,0,2,13,0,10,0,5
google_database_migration_service_private_connection,10.50,6.00,4.50,B,true,Generated,databasemigrationservice,false,0,0,0,2,7,1,5,0,3
google_dataflow_flex_template_job,12.70,6.00,6.70,B,true,Handwritten,dataflow,false,2,0,0,2,4,0,3,3,2
google_dataflow_job,13.70,6.00,7.70,B,true,Handwritten,dataflow,false,3,0,0,2,3,1,4,1,2
google_dataform_repository,8.50,4.00,4.50,A,true,Generated,dataform,false,0,0,0,2,7,0,7,0,2
google_dataform_repository_iam_binding,1.10,0.00,1.10,D,true,Generated,dataform,true,0,0,1,0,2,2,1,0,0
google_dataform_repository_iam_member,1.20,0.00,1.20,D,true,Generated,dataform,true,1,0,0,0,1,1,1,0,0
google_dataform_repository_iam_policy,1.20,0.00,1.20,D,false,Generated,dataform,true,1,0,0,0,0,1,0,0,0
google_dataform_repository_release_config,8.25,6.00,2.25,C,true,Generated,dataform,false,0,0,0,1,6,0,4,0,3
google_dataform_repository_workflow_config,8.25,6.00,2.25,A,true,Generated,dataform,false,0,0,0,1,8,0,6,0,3
google_dataplex_aspect_type,10.50,4.00,6.50,B,true,Generated,dataplex,false,1,1,0,2,3,0,5,0,2
google_dataplex_aspect_type_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_aspect_type_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_aspect_type_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_asset_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_asset_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_asset_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_datascan,10.50,6.00,4.50,A,true,Generated,dataplex,false,0,0,0,2,110,12,97,0,3
google_dataplex_datascan_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_datascan_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_datascan_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_entry,7.85,2.00,5.85,A,true,Generated,dataplex,false,3,0,0,1,8,5,6,1,0
google_dataplex_entry_group,8.50,4.00,4.50,B,true,Generated,dataplex,false,0,0,0,2,3,0,3,0,2
google_dataplex_entry_group_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_entry_group_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_entry_group_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_entry_link,2.25,0.00,2.25,C,true,Generated,dataplex,false,0,0,0,1,1,1,1,0,0
google_dataplex_entry_type,8.50,4.00,4.50,B,true,Generated,dataplex,false,0,0,0,2,5,0,5,0,2
google_dataplex_entry_type_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_entry_type_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_entry_type_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_glossary,8.50,4.00,4.50,B,true,Generated,dataplex,false,0,0,0,2,3,0,3,0,2
google_dataplex_glossary_category,8.50,4.00,4.50,B,true,Generated,dataplex,false,0,0,0,2,3,0,3,0,2
google_dataplex_glossary_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_glossary_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_glossary_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_glossary_term,8.50,4.00,4.50,B,true,Generated,dataplex,false,0,0,0,2,3,0,3,0,2
google_dataplex_lake_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_lake_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_lake_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_task,14.50,10.00,4.50,A,true,Generated,dataplex,false,0,0,0,2,74,2,69,0,5
google_dataplex_task_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_task_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_task_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataplex_zone_iam_binding,1.10,0.00,1.10,D,true,Generated,dataplex,true,0,0,1,0,2,2,1,0,0
google_dataplex_zone_iam_member,1.20,0.00,1.20,D,true,Generated,dataplex,true,1,0,0,0,1,1,1,0,0
google_dataplex_zone_iam_policy,1.20,0.00,1.20,D,false,Generated,dataplex,true,1,0,0,0,0,1,0,0,0
google_dataproc_autoscaling_policy,2.25,0.00,2.25,A,true,Generated,dataproc,false,0,0,0,1,5,2,4,0,0
google_dataproc_autoscaling_policy_iam_binding,1.10,0.00,1.10,D,true,Generated,dataproc,true,0,0,1,0,2,2,1,0,0
google_dataproc_autoscaling_policy_iam_member,1.20,0.00,1.20,D,true,Generated,dataproc,true,1,0,0,0,1,1,1,0,0
google_dataproc_autoscaling_policy_iam_policy,1.20,0.00,1.20,D,false,Generated,dataproc,true,1,0,0,0,0,1,0,0,0
google_dataproc_batch,34.70,28.00,6.70,A,true,Generated,dataproc,false,2,0,0,2,67,0,55,4,12
google_dataproc_cluster,287.50,252.00,35.50,A,true,Handwritten,dataproc,false,25,0,3,2,222,42,71,109,30
google_dataproc_cluster_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,dataproc,true,0,0,1,0,2,2,1,0,0
google_dataproc_cluster_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,dataproc,true,1,0,0,0,1,1,1,0,0
google_dataproc_cluster_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,dataproc,true,1,0,0,0,0,1,0,0,0
google_dataproc_gdc_application_environment,12.75,6.00,6.75,A,true,Generated,dataprocgdc,false,0,0,0,3,8,0,8,0,3
google_dataproc_gdc_service_instance,8.50,4.00,4.50,B,true,Generated,dataprocgdc,false,0,0,0,2,5,0,5,0,2
google_dataproc_gdc_spark_application,12.75,6.00,6.75,A,true,Generated,dataprocgdc,false,0,0,0,3,44,3,41,0,3
google_dataproc_job,36.50,32.00,4.50,A,true,Handwritten,dataproc,false,0,0,0,2,106,19,73,13,3
google_dataproc_job_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,dataproc,true,0,0,1,0,2,2,1,0,0
google_dataproc_job_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,dataproc,true,1,0,0,0,1,1,1,0,0
google_dataproc_job_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,dataproc,true,1,0,0,0,0,1,0,0,0
google_dataproc_metastore_database_iam_binding,1.10,0.00,1.10,D,true,Generated,dataprocmetastore,true,0,0,1,0,2,2,1,0,0
google_dataproc_metastore_database_iam_member,1.20,0.00,1.20,D,true,Generated,dataprocmetastore,true,1,0,0,0,1,1,1,0,0
google_dataproc_metastore_database_iam_policy,1.20,0.00,1.20,D,false,Generated,dataprocmetastore,true,1,0,0,0,0,1,0,0,0
google_dataproc_metastore_federation,8.50,4.00,4.50,B,true,Generated,dataprocmetastore,false,0,0,0,2,5,1,4,0,2
google_dataproc_metastore_federation_iam_binding,1.10,0.00,1.10,D,true,Generated,dataprocmetastore,true,0,0,1,0,2,2,1,0,0
google_dataproc_metastore_federation_iam_member,1.20,0.00,1.20,D,true,Generated,dataprocmetastore,true,1,0,0,0,1,1,1,0,0
google_dataproc_metastore_federation_iam_policy,1.20,0.00,1.20,D,false,Generated,dataprocmetastore,true,1,0,0,0,0,1,0,0,0
google_dataproc_metastore_service,22.70,16.00,6.70,A,true,Generated,dataprocmetastore,false,2,0,0,2,33,7,20,8,2
google_dataproc_metastore_service_iam_binding,1.10,0.00,1.10,D,true,Generated,dataprocmetastore,true,0,0,1,0,2,2,1,0,0
google_dataproc_metastore_service_iam_member,1.20,0.00,1.20,D,true,Generated,dataprocmetastore,true,1,0,0,0,1,1,1,0,0
google_dataproc_metastore_service_iam_policy,1.20,0.00,1.20,D,false,Generated,dataprocmetastore,true,1,0,0,0,0,1,0,0,0
google_dataproc_metastore_table_iam_binding,1.10,0.00,1.10,D,true,Generated,dataprocmetastore,true,0,0,1,0,2,2,1,0,0
google_dataproc_metastore_table_iam_member,1.20,0.00,1.20,D,true,Generated,dataprocmetastore,true,1,0,0,0,1,1,1,0,0
google_dataproc_metastore_table_iam_policy,1.20,0.00,1.20,D,false,Generated,dataprocmetastore,true,1,0,0,0,0,1,0,0,0
google_dataproc_session_template,17.50,12.00,5.50,A,true,Generated,dataproc,false,1,0,0,2,24,0,21,2,4
google_datastream_connection_profile,9.50,4.00,5.50,A,true,Generated,datastream,false,1,0,0,2,29,2,28,0,2
google_datastream_private_connection,10.50,6.00,4.50,A,true,Generated,datastream,false,0,0,0,2,8,0,7,0,3
google_datastream_stream,20.35,4.00,16.35,A,true,Generated,datastream,false,8,0,0,3,349,72,286,0,2
google_deployment_manager_deployment,4.50,0.00,4.50,A,true,Generated,deploymentmanager,false,0,0,0,2,6,3,5,0,0
google_developer_connect_account_connector,12.75,6.00,6.75,A,true,Generated,developerconnect,false,0,0,0,3,8,2,6,0,3
google_developer_connect_connection,18.75,12.00,6.75,A,true,Generated,developerconnect,false,0,0,0,3,37,16,18,2,4
google_developer_connect_git_repository_link,12.75,6.00,6.75,B,true,Generated,developerconnect,false,0,0,0,3,5,0,5,0,3
google_developer_connect_insights_config,20.75,14.00,6.75,A,true,Generated,developerconnect,false,0,0,0,3,18,0,14,0,7
google_dialogflow_agent,2.25,0.00,2.25,C,true,Generated,dialogflow,false,0,0,0,1,1,0,2,0,0
google_dialogflow_conversation_profile,2.25,0.00,2.25,A,true,Generated,dialogflow,false,0,0,0,1,151,12,140,0,0
google_dialogflow_cx_agent,10.25,4.00,6.25,A,true,Generated,dialogflowcx,false,4,0,0,1,25,0,28,2,0
google_dialogflow_cx_entity_type,0.00,0.00,0.00,D,true,Generated,dialogflowcx,false,0,0,0,0,4,1,3,0,0
google_dialogflow_cx_environment,2.25,0.00,2.25,C,true,Generated,dialogflowcx,false,0,0,0,1,1,1,1,0,0
google_dialogflow_cx_flow,84.00,18.00,66.00,A,true,Generated,dialogflowcx,false,66,0,0,0,176,0,233,1,8
google_dialogflow_cx_generative_settings,0.00,0.00,0.00,A,true,Generated,dialogflowcx,false,0,0,0,0,8,0,8,0,0
google_dialogflow_cx_generator,0.00,0.00,0.00,D,true,Generated,dialogflowcx,false,0,0,0,0,4,1,3,0,0
google_dialogflow_cx_intent,6.25,4.00,2.25,A,true,Generated,dialogflowcx,false,0,0,0,1,7,2,4,0,2
google_dialogflow_cx_page,171.00,16.00,155.00,A,true,Generated,dialogflowcx,false,155,0,0,0,347,0,494,0,8
google_dialogflow_cx_playbook,7.00,4.00,3.00,A,true,Generated,dialogflowcx,false,3,0,0,0,7,0,8,0,2
google_dialogflow_cx_security_settings,2.25,0.00,2.25,C,true,Generated,dialogflowcx,false,0,0,0,1,3,0,4,0,0
google_dialogflow_cx_test_case,21.00,2.00,19.00,A,true,Generated,dialogflowcx,false,19,0,0,0,90,0,108,0,1
google_dialogflow_cx_tool,4.00,0.00,4.00,A,true,Generated,dialogflowcx,false,4,0,0,0,32,7,29,0,0
google_dialogflow_cx_version,4.25,2.00,2.25,C,false,Generated,dialogflowcx,false,0,0,0,1,1,0,1,0,1
google_dialogflow_cx_webhook,0.00,0.00,0.00,A,true,Generated,dialogflowcx,false,0,0,0,0,36,0,36,0,0
google_dialogflow_encryption_spec,2.25,0.00,2.25,C,true,Generated,dialogflow,false,0,0,0,1,1,1,1,0,0
google_dialogflow_entity_type,2.25,0.00,2.25,C,true,Generated,dialogflow,false,0,0,0,1,3,2,2,0,0
google_dialogflow_fulfillment,2.25,0.00,2.25,C,true,Generated,dialogflow,false,0,0,0,1,4,0,5,0,0
google_dialogflow_intent,4.25,2.00,2.25,C,true,Generated,dialogflow,false,0,0,0,1,4,0,4,0,1
google_discovery_engine_acl_config,2.25,0.00,2.25,C,true,Generated,discoveryengine,false,0,0,0,1,3,0,4,0,0
google_discovery_engine_assistant,2.25,0.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,8,0,9,0,0
google_discovery_engine_chat_engine,4.25,2.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,6,2,4,0,1
google_discovery_engine_cmek_config,2.25,0.00,2.25,C,true,Generated,discoveryengine,false,0,0,0,1,1,0,2,0,0
google_discovery_engine_control,2.25,0.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,20,2,19,0,0
google_discovery_engine_data_connector,14.25,6.00,8.25,A,true,Generated,discoveryengine,false,6,0,0,1,8,0,12,0,3
google_discovery_engine_data_store,2.25,0.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,62,0,63,0,0
google_discovery_engine_license_config,2.25,0.00,2.25,C,true,Generated,discoveryengine,false,0,0,0,1,2,1,2,0,0
google_discovery_engine_recommendation_engine,2.25,0.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,13,1,13,0,0
google_discovery_engine_schema,3.25,0.00,3.25,C,false,Generated,discoveryengine,false,1,0,0,1,0,0,2,0,0
google_discovery_engine_search_engine,2.25,0.00,2.25,A,true,Generated,discoveryengine,false,0,0,0,1,6,2,5,0,0
google_discovery_engine_sitemap,2.25,0.00,2.25,C,false,Generated,discoveryengine,false,0,0,0,1,0,0,1,0,0
google_discovery_engine_target_site,6.25,4.00,2.25,C,true,Generated,discoveryengine,false,0,0,0,1,4,0,3,0,2
google_dns_managed_zone,30.90,14.00,16.90,A,true,Generated,dns,false,7,0,4,2,22,14,14,4,3
google_dns_managed_zone_iam_binding,1.10,0.00,1.10,D,true,Generated,dns,true,0,0,1,0,2,2,1,0,0
google_dns_managed_zone_iam_member,1.20,0.00,1.20,D,true,Generated,dns,true,1,0,0,0,1,1,1,0,0
google_dns_managed_zone_iam_policy,1.20,0.00,1.20,D,false,Generated,dns,true,1,0,0,0,0,1,0,0,0
google_dns_policy,9.85,2.00,7.85,A,true,Generated,dns,false,2,0,3,1,7,8,4,1,0
google_dns_record_set,50.65,0.00,50.65,A,true,Handwritten,dns,false,44,0,0,1,68,28,85,0,0
google_dns_response_policy,4.65,0.00,4.65,C,true,Generated,dns,false,2,0,0,1,2,2,3,0,0
google_dns_response_policy_rule,3.45,0.00,3.45,A,true,Generated,dns,false,1,0,0,1,6,3,5,0,0
google_document_ai_processor,2.25,0.00,2.25,C,false,Generated,documentai,false,0,0,0,1,0,0,1,0,0
google_document_ai_processor_default_version,1.20,0.00,1.20,D,false,Generated,documentai,false,1,0,0,0,0,1,0,0,0
google_document_ai_warehouse_document_schema,0.00,0.00,0.00,A,true,Generated,documentaiwarehouse,false,0,0,0,0,62,12,50,0,0
google_document_ai_warehouse_location,0.00,0.00,0.00,D,false,Generated,documentaiwarehouse,false,0,0,0,0,0,0,0,0,0
google_edgecontainer_cluster,48.50,44.00,4.50,A,true,Generated,edgecontainer,false,0,0,0,2,44,14,10,17,5
google_edgecontainer_node_pool,14.50,10.00,4.50,A,true,Generated,edgecontainer,false,0,0,0,2,7,0,4,3,2
google_edgecontainer_vpn_connection,18.50,14.00,4.50,A,true,Generated,edgecontainer,false,0,0,0,2,9,0,4,0,7
google_edgenetwork_interconnect_attachment,9.70,4.00,5.70,B,true,Generated,edgenetwork,false,1,0,0,2,3,1,3,0,2
google_edgenetwork_network,8.50,4.00,4.50,B,true,Generated,edgenetwork,false,0,0,0,2,3,0,3,0,2
google_edgenetwork_subnet,9.70,4.00,5.70,B,true,Generated,edgenetwork,false,1,0,0,2,5,1,5,0,2
google_endpoints_service,10.25,8.00,2.25,B,false,Handwritten,servicemanagement,false,0,0,0,1,4,0,1,0,4
google_endpoints_service_consumers_iam_binding,1.10,0.00,1.10,D,true,Generated,servicemanagement,true,0,0,1,0,2,2,1,0,0
google_endpoints_service_consumers_iam_member,1.20,0.00,1.20,D,true,Generated,servicemanagement,true,1,0,0,0,1,1,1,0,0
google_endpoints_service_consumers_iam_policy,1.20,0.00,1.20,D,false,Generated,servicemanagement,true,1,0,0,0,0,1,0,0,0
google_endpoints_service_iam_binding,1.10,0.00,1.10,D,true,Generated,servicemanagement,true,0,0,1,0,2,2,1,0,0
google_endpoints_service_iam_member,1.20,0.00,1.20,D,true,Generated,servicemanagement,true,1,0,0,0,1,1,1,0,0
google_endpoints_service_iam_policy,1.20,0.00,1.20,D,false,Generated,servicemanagement,true,1,0,0,0,0,1,0,0,0
google_essential_contacts_contact,0.00,0.00,0.00,D,true,Generated,essentialcontacts,false,0,0,0,0,1,1,0,0,0
google_eventarc_channel,10.70,4.00,6.70,B,true,Generated,eventarc,false,2,0,0,2,3,1,4,0,2
google_eventarc_enrollment,12.75,6.00,6.75,B,true,Generated,eventarc,false,0,0,0,3,5,0,5,0,3
google_eventarc_google_api_source,14.75,8.00,6.75,B,true,Generated,eventarc,false,0,0,0,3,6,0,5,1,3
google_eventarc_google_channel_config,4.45,0.00,4.45,C,false,Generated,eventarc,false,2,0,0,1,0,1,2,0,0
google_eventarc_message_bus,15.75,8.00,7.75,B,true,Generated,eventarc,false,1,0,0,3,6,0,6,1,3
google_eventarc_pipeline,16.75,10.00,6.75,A,true,Generated,eventarc,false,0,0,0,3,41,1,38,2,3
google_eventarc_trigger,31.50,8.00,23.50,A,true,Generated,eventarc,false,17,0,0,2,17,12,20,1,3
google_filestore_backup,8.50,4.00,4.50,B,true,Generated,filestore,false,0,0,0,2,4,0,4,0,2
google_filestore_instance,22.90,16.00,6.90,A,true,Generated,filestore,false,2,0,0,2,37,9,24,0,8
google_filestore_snapshot,8.50,4.00,4.50,B,true,Generated,filestore,false,0,0,0,2,3,0,3,0,2
google_firebase_android_app,2.25,0.00,2.25,C,true,Generated,firebase,false,0,0,0,1,2,0,3,0,0
google_firebase_app_check_app_attest_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_debug_token,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_device_check_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_play_integrity_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_recaptcha_enterprise_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_recaptcha_v3_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_check_service_config,2.25,0.00,2.25,C,false,Generated,firebaseappcheck,false,0,0,0,1,0,0,1,0,0
google_firebase_app_hosting_backend,18.75,12.00,6.75,A,true,Generated,firebaseapphosting,false,0,0,0,3,9,0,6,0,6
google_firebase_app_hosting_build,25.95,18.00,7.95,A,true,Generated,firebaseapphosting,false,1,0,0,3,16,2,9,0,9
google_firebase_app_hosting_default_domain,2.25,0.00,2.25,C,false,Generated,firebaseapphosting,false,0,0,0,1,0,0,1,0,0
google_firebase_app_hosting_domain,76.25,74.00,2.25,A,true,Generated,firebaseapphosting,false,0,0,0,1,40,0,4,0,37
google_firebase_app_hosting_traffic,8.25,6.00,2.25,C,true,Generated,firebaseapphosting,false,0,0,0,1,7,2,3,0,3
google_firebase_apple_app,2.25,0.00,2.25,C,false,Generated,firebase,false,0,0,0,1,0,0,1,0,0
google_firebase_data_connect_service,12.75,6.00,6.75,B,true,Generated,firebasedataconnect,false,0,0,0,3,5,0,5,0,3
google_firebase_database_instance,2.25,0.00,2.25,C,false,Generated,firebasedatabase,false,0,0,0,1,0,0,1,0,0
google_firebase_extensions_instance,10.25,8.00,2.25,A,true,Generated,firebaseextensions,false,0,0,0,1,15,3,9,2,2
google_firebase_hosting_channel,6.25,4.00,2.25,C,true,Generated,firebasehosting,false,0,0,0,1,3,0,2,0,2
google_firebase_hosting_custom_domain,10.25,6.00,4.25,A,true,Generated,firebasehosting,false,2,0,0,1,39,0,39,0,3
google_firebase_hosting_release,1.00,0.00,1.00,D,false,Generated,firebasehosting,false,1,0,0,0,0,0,1,0,0
google_firebase_hosting_site,2.25,0.00,2.25,C,false,Generated,firebasehosting,false,0,0,0,1,0,0,1,0,0
google_firebase_hosting_version,0.00,0.00,0.00,A,true,Generated,firebasehosting,false,0,0,0,0,13,3,10,0,0
google_firebase_project,2.25,0.00,2.25,C,false,Generated,firebase,false,0,0,0,1,0,0,1,0,0
google_firebase_storage_bucket,2.25,0.00,2.25,C,false,Generated,firebasestorage,false,0,0,0,1,0,0,1,0,0
google_firebase_web_app,4.25,2.00,2.25,C,false,Generated,firebase,false,0,0,0,1,1,0,1,0,1
google_firestore_backup_schedule,2.25,0.00,2.25,C,true,Generated,firestore,false,0,0,0,1,2,0,3,0,0
google_firestore_database,6.25,4.00,2.25,C,true,Generated,firestore,false,0,0,0,1,4,0,3,0,2
google_firestore_document,3.45,0.00,3.45,C,false,Generated,firestore,false,1,0,0,1,0,1,1,0,0
google_firestore_field,2.25,0.00,2.25,C,true,Generated,firestore,false,0,0,0,1,4,0,5,0,0
google_firestore_index,3.45,0.00,3.45,A,true,Generated,firestore,false,1,0,0,1,6,2,6,0,0
google_firestore_user_creds,4.25,2.00,2.25,C,false,Generated,firestore,false,0,0,0,1,1,0,1,0,1
google_folder,2.00,2.00,0.00,D,true,Handwritten,resourcemanager,false,0,0,0,0,2,0,1,0,1
google_folder_access_approval_settings,4.30,2.00,2.30,C,true,Generated,accessapproval,false,0,0,2,0,2,2,0,2,0
google_folder_iam_audit_config,0.00,0.00,0.00,D,true,HandwrittenIAM,resourcemanager,true,0,0,0,0,3,1,2,0,0
google_folder_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,resourcemanager,true,0,0,1,0,2,2,1,0,0
google_folder_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,resourcemanager,true,1,0,0,0,1,1,1,0,0
google_folder_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,resourcemanager,true,1,0,0,0,0,1,0,0,0
google_folder_organization_policy,7.20,0.00,7.20,A,true,Handwritten,resourcemanager,false,1,0,6,0,13,1,19,0,0
google_folder_service_identity,2.25,0.00,2.25,C,false,Handwritten,resourcemanager,false,0,0,0,1,0,0,1,0,0
google_gemini_code_repository_index,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_code_tools_setting,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,6,1,5,0,2
google_gemini_code_tools_setting_binding,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_data_sharing_with_google_setting,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_data_sharing_with_google_setting_binding,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_gemini_gcp_enablement_setting,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_gemini_gcp_enablement_setting_binding,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_logging_setting,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_logging_setting_binding,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_release_channel_setting,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_release_channel_setting_binding,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,3,0,3,0,2
google_gemini_repository_group,8.50,4.00,4.50,B,true,Generated,gemini,false,0,0,0,2,4,1,3,0,2
google_gemini_repository_group_iam_binding,1.10,0.00,1.10,D,true,Generated,gemini,true,0,0,1,0,2,2,1,0,0
google_gemini_repository_group_iam_member,1.20,0.00,1.20,D,true,Generated,gemini,true,1,0,0,0,1,1,1,0,0
google_gemini_repository_group_iam_policy,1.20,0.00,1.20,D,false,Generated,gemini,true,1,0,0,0,0,1,0,0,0
google_gke_backup_backup_channel,8.50,4.00,4.50,B,true,Generated,gkebackup,false,0,0,0,2,3,0,3,0,2
google_gke_backup_backup_plan,8.50,4.00,4.50,A,true,Generated,gkebackup,false,0,0,0,2,45,13,32,0,2
google_gke_backup_backup_plan_iam_binding,1.10,0.00,1.10,D,true,Generated,gkebackup,true,0,0,1,0,2,2,1,0,0
