resource,attribute_path,type,required,optional,computed,attr_class,is_block,block_kind,file_path:line
google_access_context_manager_access_level,basic,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:127
google_access_context_manager_access_level,basic.combining_function,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:313
google_access_context_manager_access_level,basic.conditions,schema.TypeList,true,false,false,Required,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:134
google_access_context_manager_access_level,basic.conditions.device_policy,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:141
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_device_management_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:150
google_access_context_manager_access_level,basic.conditions.device_policy.allowed_encryption_statuses,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:160
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:170
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints.minimum_version,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:183
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints.os_type,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:177
google_access_context_manager_access_level,basic.conditions.device_policy.os_constraints.require_verified_chrome_os,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:190
google_access_context_manager_access_level,basic.conditions.device_policy.require_admin_approval,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:198
google_access_context_manager_access_level,basic.conditions.device_policy.require_corp_owned,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:203
google_access_context_manager_access_level,basic.conditions.device_policy.require_screen_lock,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:208
google_access_context_manager_access_level,basic.conditions.ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:217
google_access_context_manager_access_level,basic.conditions.members,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:234
google_access_context_manager_access_level,basic.conditions.negate,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:249
google_access_context_manager_access_level,basic.conditions.regions,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:256
google_access_context_manager_access_level,basic.conditions.required_access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:266
google_access_context_manager_access_level,basic.conditions.vpc_network_sources,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:278
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:284
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.network,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:291
google_access_context_manager_access_level,basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:296
google_access_context_manager_access_level,custom,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:328
google_access_context_manager_access_level,custom.expr,schema.TypeList,true,false,false,Required,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:336
google_access_context_manager_access_level,custom.expr.description,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:350
google_access_context_manager_access_level,custom.expr.expression,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:345
google_access_context_manager_access_level,custom.expr.location,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:355
google_access_context_manager_access_level,custom.expr.title,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:360
google_access_context_manager_access_level,description,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:372
google_access_context_manager_access_level,name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:107
google_access_context_manager_access_level,parent,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:115
google_access_context_manager_access_level,title,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level.go:122
google_access_context_manager_access_level_condition,access_level,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:101
google_access_context_manager_access_level_condition,access_policy_id,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:290
google_access_context_manager_access_level_condition,device_policy,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:108
google_access_context_manager_access_level_condition,device_policy.allowed_device_management_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:118
google_access_context_manager_access_level_condition,device_policy.allowed_encryption_statuses,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:129
google_access_context_manager_access_level_condition,device_policy.os_constraints,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:140
google_access_context_manager_access_level_condition,device_policy.os_constraints.minimum_version,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:155
google_access_context_manager_access_level_condition,device_policy.os_constraints.os_type,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:148
google_access_context_manager_access_level_condition,device_policy.require_admin_approval,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:166
google_access_context_manager_access_level_condition,device_policy.require_corp_owned,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:172
google_access_context_manager_access_level_condition,device_policy.require_screen_lock,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:178
google_access_context_manager_access_level_condition,ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:188
google_access_context_manager_access_level_condition,members,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:206
google_access_context_manager_access_level_condition,negate,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:222
google_access_context_manager_access_level_condition,regions,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:230
google_access_context_manager_access_level_condition,required_access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:241
google_access_context_manager_access_level_condition,vpc_network_sources,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:254
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:261
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork.network,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:269
google_access_context_manager_access_level_condition,vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_level_condition.go:275
google_access_context_manager_access_levels,access_levels,schema.TypeSet,false,true,false,Optional,true,schema.TypeSet,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:114
google_access_context_manager_access_levels,access_levels.basic,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:142
google_access_context_manager_access_levels,access_levels.basic.combining_function,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:323
google_access_context_manager_access_levels,access_levels.basic.conditions,schema.TypeList,true,false,false,Required,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:149
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:156
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_device_management_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:165
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.allowed_encryption_statuses,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:175
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:185
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints.minimum_version,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:198
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.os_constraints.os_type,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:192
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.require_admin_approval,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:208
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.require_corp_owned,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:213
google_access_context_manager_access_levels,access_levels.basic.conditions.device_policy.require_screen_lock,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:218
google_access_context_manager_access_levels,access_levels.basic.conditions.ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:227
google_access_context_manager_access_levels,access_levels.basic.conditions.members,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:244
google_access_context_manager_access_levels,access_levels.basic.conditions.negate,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:259
google_access_context_manager_access_levels,access_levels.basic.conditions.regions,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:266
google_access_context_manager_access_levels,access_levels.basic.conditions.required_access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:276
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:288
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources.vpc_subnetwork,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:294
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources.vpc_subnetwork.network,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:301
google_access_context_manager_access_levels,access_levels.basic.conditions.vpc_network_sources.vpc_subnetwork.vpc_ip_subnetworks,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:306
google_access_context_manager_access_levels,access_levels.custom,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:337
google_access_context_manager_access_levels,access_levels.custom.expr,schema.TypeList,true,false,false,Required,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:345
google_access_context_manager_access_levels,access_levels.custom.expr.description,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:359
google_access_context_manager_access_levels,access_levels.custom.expr.expression,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:354
google_access_context_manager_access_levels,access_levels.custom.expr.location,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:364
google_access_context_manager_access_levels,access_levels.custom.expr.title,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:369
google_access_context_manager_access_levels,access_levels.description,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:380
google_access_context_manager_access_levels,access_levels.name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:129
google_access_context_manager_access_levels,access_levels.title,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:137
google_access_context_manager_access_levels,parent,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_levels.go:107
google_access_context_manager_access_policy,create_time,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:130
google_access_context_manager_access_policy,name,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:135
google_access_context_manager_access_policy,parent,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:107
google_access_context_manager_access_policy,scopes,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:119
google_access_context_manager_access_policy,title,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:114
google_access_context_manager_access_policy,update_time,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_access_policy.go:140
google_access_context_manager_access_policy_iam_binding,condition,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/tpgiamresource/resource_iam_binding.go:52
google_access_context_manager_access_policy_iam_binding,condition.description,schema.TypeString,false,true,false,Optional,false,,google-beta/tpgiamresource/resource_iam_binding.go:69
google_access_context_manager_access_policy_iam_binding,condition.expression,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_binding.go:59
google_access_context_manager_access_policy_iam_binding,condition.title,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_binding.go:64
google_access_context_manager_access_policy_iam_binding,etag,schema.TypeString,false,false,true,Computed-only,false,,google-beta/tpgiamresource/resource_iam_binding.go:77
google_access_context_manager_access_policy_iam_binding,members,schema.TypeSet,true,false,false,Required,true,schema.TypeSet,google-beta/tpgiamresource/resource_iam_binding.go:40
google_access_context_manager_access_policy_iam_binding,role,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_binding.go:35
google_access_context_manager_access_policy_iam_member,condition,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/tpgiamresource/resource_iam_member.go:76
google_access_context_manager_access_policy_iam_member,condition.description,schema.TypeString,false,true,false,Optional,false,,google-beta/tpgiamresource/resource_iam_member.go:93
google_access_context_manager_access_policy_iam_member,condition.expression,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_member.go:83
google_access_context_manager_access_policy_iam_member,condition.title,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_member.go:88
google_access_context_manager_access_policy_iam_member,etag,schema.TypeString,false,false,true,Computed-only,false,,google-beta/tpgiamresource/resource_iam_member.go:101
google_access_context_manager_access_policy_iam_member,member,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_member.go:69
google_access_context_manager_access_policy_iam_member,role,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_member.go:64
google_access_context_manager_access_policy_iam_policy,etag,schema.TypeString,false,false,true,Computed-only,false,,google-beta/tpgiamresource/resource_iam_policy.go:39
google_access_context_manager_access_policy_iam_policy,policy_data,schema.TypeString,true,false,false,Required,false,,google-beta/tpgiamresource/resource_iam_policy.go:33
google_access_context_manager_authorized_orgs_desc,asset_type,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:123
google_access_context_manager_authorized_orgs_desc,authorization_direction,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:132
google_access_context_manager_authorized_orgs_desc,authorization_type,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:155
google_access_context_manager_authorized_orgs_desc,create_time,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:172
google_access_context_manager_authorized_orgs_desc,name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:107
google_access_context_manager_authorized_orgs_desc,orgs,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:162
google_access_context_manager_authorized_orgs_desc,parent,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:117
google_access_context_manager_authorized_orgs_desc,update_time,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_authorized_orgs_desc.go:177
google_access_context_manager_egress_policy,access_policy_id,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_egress_policy.go:118
google_access_context_manager_egress_policy,egress_policy_name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_egress_policy.go:105
google_access_context_manager_egress_policy,resource,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_egress_policy.go:112
google_access_context_manager_gcp_user_access_binding,access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:119
google_access_context_manager_gcp_user_access_binding,group_key,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:107
google_access_context_manager_gcp_user_access_binding,name,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:288
google_access_context_manager_gcp_user_access_binding,organization_id,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:113
google_access_context_manager_gcp_user_access_binding,scoped_access_settings,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:129
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:135
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:142
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:150
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings.max_inactivity,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:157
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings.session_length,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:162
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings.session_length_enabled,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:167
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings.session_reauth_method,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:172
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.active_settings.session_settings.use_oidc_max_age,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:178
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.dry_run_settings,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:189
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.dry_run_settings.access_levels,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:196
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.scope,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:209
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.scope.client_scope,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:216
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.scope.client_scope.restricted_client_application,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:223
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.scope.client_scope.restricted_client_application.client_id,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:230
google_access_context_manager_gcp_user_access_binding,scoped_access_settings.scope.client_scope.restricted_client_application.name,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:235
google_access_context_manager_gcp_user_access_binding,session_settings,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:252
google_access_context_manager_gcp_user_access_binding,session_settings.max_inactivity,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:259
google_access_context_manager_gcp_user_access_binding,session_settings.session_length,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:264
google_access_context_manager_gcp_user_access_binding,session_settings.session_length_enabled,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:269
google_access_context_manager_gcp_user_access_binding,session_settings.session_reauth_method,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:274
google_access_context_manager_gcp_user_access_binding,session_settings.use_oidc_max_age,schema.TypeBool,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_gcp_user_access_binding.go:280
google_access_context_manager_ingress_policy,access_policy_id,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_ingress_policy.go:118
google_access_context_manager_ingress_policy,ingress_policy_name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_ingress_policy.go:105
google_access_context_manager_ingress_policy,resource,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_ingress_policy.go:112
google_access_context_manager_service_perimeter,create_time,schema.TypeString,false,false,true,Computed-only,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:1101
google_access_context_manager_service_perimeter,description,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:239
google_access_context_manager_service_perimeter,name,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:219
google_access_context_manager_service_perimeter,parent,schema.TypeString,true,false,false,Required,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:227
google_access_context_manager_service_perimeter,perimeter_type,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:245
google_access_context_manager_service_perimeter,spec,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:268
google_access_context_manager_service_perimeter,spec.access_levels,schema.TypeSet,false,true,false,Optional,true,schema.TypeSet,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:278
google_access_context_manager_service_perimeter,spec.egress_policies,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:297
google_access_context_manager_service_perimeter,spec.egress_policies.egress_from,schema.TypeList,false,true,false,Optional,true,schema.TypeList,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:306
google_access_context_manager_service_perimeter,spec.egress_policies.egress_from.identities,schema.TypeSet,false,true,false,Optional,true,schema.TypeSet,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:313
google_access_context_manager_service_perimeter,spec.egress_policies.egress_from.identity_type,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:324
google_access_context_manager_service_perimeter,spec.egress_policies.egress_from.source_restriction,schema.TypeString,false,true,false,Optional,false,,google-beta/services/accesscontextmanager/resource_access_context_manager_service_perimeter.go:333
