resource,Required,Optional,Optional+Computed,Computed-only
google_endpoints_service_iam_binding,2,1,0,0
google_endpoints_service_iam_member,1,1,0,0
google_endpoints_service_iam_policy,1,0,0,0
google_essential_contacts_contact,1,0,0,0
google_eventarc_channel,1,4,0,2
google_eventarc_enrollment,0,5,0,3
google_eventarc_google_api_source,0,5,1,3
google_eventarc_google_channel_config,1,2,0,0
google_eventarc_message_bus,0,6,1,3
google_eventarc_pipeline,1,38,2,3
google_eventarc_trigger,12,20,1,3
google_filestore_backup,0,4,0,2
google_filestore_instance,9,24,0,8
google_filestore_snapshot,0,3,0,2
google_firebase_android_app,0,3,0,0
google_firebase_app_check_app_attest_config,0,1,0,0
google_firebase_app_check_debug_token,0,1,0,0
google_firebase_app_check_device_check_config,0,1,0,0
google_firebase_app_check_play_integrity_config,0,1,0,0
google_firebase_app_check_recaptcha_enterprise_config,0,1,0,0
google_firebase_app_check_recaptcha_v3_config,0,1,0,0
google_firebase_app_check_service_config,0,1,0,0
google_firebase_app_hosting_backend,0,6,0,6
google_firebase_app_hosting_build,2,9,0,9
google_firebase_app_hosting_default_domain,0,1,0,0
google_firebase_app_hosting_domain,0,4,0,37
google_firebase_app_hosting_traffic,2,3,0,3
google_firebase_apple_app,0,1,0,0
google_firebase_data_connect_service,0,5,0,3
google_firebase_database_instance,0,1,0,0
google_firebase_extensions_instance,3,9,2,2
google_firebase_hosting_channel,0,2,0,2
google_firebase_hosting_custom_domain,0,39,0,3
google_firebase_hosting_release,0,1,0,0
google_firebase_hosting_site,0,1,0,0
google_firebase_hosting_version,3,10,0,0
google_firebase_project,0,1,0,0
google_firebase_storage_bucket,0,1,0,0
google_firebase_web_app,0,1,0,1
google_firestore_backup_schedule,0,3,0,0
google_firestore_database,0,3,0,2
google_firestore_document,1,1,0,0
google_firestore_field,0,5,0,0
google_firestore_index,2,6,0,0
google_firestore_user_creds,0,1,0,1
google_folder,0,1,0,1
google_folder_access_approval_settings,2,0,2,0
google_folder_iam_audit_config,1,2,0,0
google_folder_iam_binding,2,1,0,0
google_folder_iam_member,1,1,0,0
google_folder_iam_policy,1,0,0,0
google_folder_organization_policy,1,19,0,0
google_folder_service_identity,0,1,0,0
google_gemini_code_repository_index,0,3,0,2
google_gemini_code_tools_setting,1,5,0,2
google_gemini_code_tools_setting_binding,0,3,0,2
google_gemini_data_sharing_with_google_setting,0,3,0,2
google_gemini_data_sharing_with_google_setting_binding,0,3,0,2
google_gemini_gemini_gcp_enablement_setting,0,3,0,2
google_gemini_gemini_gcp_enablement_setting_binding,0,3,0,2
google_gemini_logging_setting,0,3,0,2
google_gemini_logging_setting_binding,0,3,0,2
google_gemini_release_channel_setting,0,3,0,2
google_gemini_release_channel_setting_binding,0,3,0,2
google_gemini_repository_group,1,3,0,2
google_gemini_repository_group_iam_binding,2,1,0,0
google_gemini_repository_group_iam_member,1,1,0,0
google_gemini_repository_group_iam_policy,1,0,0,0
google_gke_backup_backup_channel,0,3,0,2
google_gke_backup_backup_plan,13,32,0,2
google_gke_backup_backup_plan_iam_binding,2,1,0,0
google_gke_backup_backup_plan_iam_member,1,1,0,0
google_gke_backup_backup_plan_iam_policy,1,0,0,0
google_gke_backup_restore_channel,0,3,0,2
google_gke_backup_restore_plan,24,34,0,2
google_gke_backup_restore_plan_iam_binding,2,1,0,0
google_gke_backup_restore_plan_iam_member,1,1,0,0
google_gke_backup_restore_plan_iam_policy,1,0,0,0
google_gke_hub_feature,14,89,21,6
google_gke_hub_feature_iam_binding,2,1,0,0
google_gke_hub_feature_iam_member,1,1,0,0
google_gke_hub_feature_iam_policy,1,0,0,0
google_gke_hub_fleet,0,9,0,1
google_gke_hub_membership,3,7,0,2
google_gke_hub_membership_binding,1,3,0,3
google_gke_hub_membership_iam_binding,2,1,0,0
google_gke_hub_membership_iam_member,1,1,0,0
google_gke_hub_membership_iam_policy,1,0,0,0
google_gke_hub_membership_rbac_role_binding,1,1,0,1
google_gke_hub_namespace,1,4,0,3
google_gke_hub_scope,0,4,0,3
google_gke_hub_scope_iam_binding,2,1,0,0
google_gke_hub_scope_iam_member,1,1,0,0
google_gke_hub_scope_iam_policy,1,0,0,0
google_gke_hub_scope_rbac_role_binding,1,3,0,3
google_gkeonprem_bare_metal_admin_cluster,27,40,0,11
google_gkeonprem_bare_metal_cluster,49,94,18,11
google_gkeonprem_bare_metal_node_pool,4,6,4,4
google_gkeonprem_vmware_admin_cluster,15,36,10,19
google_gkeonprem_vmware_cluster,20,37,11,13
google_gkeonprem_vmware_node_pool,2,14,2,4
google_healthcare_consent_store,1,2,0,2
google_healthcare_consent_store_iam_binding,2,1,0,0
google_healthcare_consent_store_iam_member,1,1,0,0
google_healthcare_consent_store_iam_policy,1,0,0,0
google_healthcare_dataset,0,1,1,0
google_healthcare_dataset_iam_binding,2,1,0,0
google_healthcare_dataset_iam_member,1,1,0,0
google_healthcare_dataset_iam_policy,1,0,0,0
google_healthcare_dicom_store,3,4,0,2
google_healthcare_dicom_store_iam_binding,2,1,0,0
google_healthcare_dicom_store_iam_member,1,1,0,0
google_healthcare_dicom_store_iam_policy,1,0,0,0
google_healthcare_fhir_store,6,19,0,4
google_healthcare_fhir_store_iam_binding,2,1,0,0
google_healthcare_fhir_store_iam_member,1,1,0,0
google_healthcare_fhir_store_iam_policy,1,0,0,0
google_healthcare_hl7_v2_store,1,6,1,2
google_healthcare_hl7_v2_store_iam_binding,2,1,0,0
google_healthcare_hl7_v2_store_iam_member,1,1,0,0
google_healthcare_hl7_v2_store_iam_policy,1,0,0,0
google_healthcare_pipeline_job,7,10,0,2
google_healthcare_workspace,4,2,0,2
google_iam_access_boundary_policy,1,8,0,0
google_iam_deny_policy,1,17,0,0
google_iam_folders_policy_binding,1,3,0,1
google_iam_oauth_client,3,1,0,0
google_iam_oauth_client_credential,0,1,0,0
google_iam_organizations_policy_binding,1,3,0,1
google_iam_principal_access_boundary_policy,5,2,1,1
google_iam_projects_policy_binding,1,4,0,1
google_iam_workforce_pool,0,3,0,0
google_iam_workforce_pool_iam_binding,2,1,0,0
google_iam_workforce_pool_iam_member,1,1,0,0
google_iam_workforce_pool_iam_policy,1,0,0,0
google_iam_workforce_pool_provider,4,23,2,0
google_iam_workforce_pool_provider_key,1,0,0,0
google_iam_workforce_pool_provider_scim_tenant,0,0,0,0
google_iam_workload_identity_pool,5,5,0,0
google_iam_workload_identity_pool_iam_binding,2,1,0,0
google_iam_workload_identity_pool_iam_member,1,1,0,0
google_iam_workload_identity_pool_iam_policy,1,0,0,0
google_iam_workload_identity_pool_managed_identity,0,2,0,0
google_iam_workload_identity_pool_namespace,0,1,0,1
google_iam_workload_identity_pool_provider,5,13,0,0
google_iap_app_engine_service_iam_binding,2,1,0,0
google_iap_app_engine_service_iam_member,1,1,0,0
google_iap_app_engine_service_iam_policy,1,0,0,0
google_iap_app_engine_version_iam_binding,2,1,0,0
google_iap_app_engine_version_iam_member,1,1,0,0
google_iap_app_engine_version_iam_policy,1,0,0,0
google_iap_brand,0,1,0,0
google_iap_client,0,0,0,0
google_iap_settings,0,40,0,0
google_iap_tunnel_dest_group,0,3,0,0
google_iap_tunnel_dest_group_iam_binding,2,1,0,0
google_iap_tunnel_dest_group_iam_member,1,1,0,0
google_iap_tunnel_dest_group_iam_policy,1,0,0,0
google_iap_tunnel_iam_binding,2,1,0,0
google_iap_tunnel_iam_member,1,1,0,0
google_iap_tunnel_iam_policy,1,0,0,0
google_iap_tunnel_instance_iam_binding,2,1,0,0
google_iap_tunnel_instance_iam_member,1,1,0,0
google_iap_tunnel_instance_iam_policy,1,0,0,0
google_iap_web_backend_service_iam_binding,2,1,0,0
google_iap_web_backend_service_iam_member,1,1,0,0
google_iap_web_backend_service_iam_policy,1,0,0,0
google_iap_web_cloud_run_service_iam_binding,2,1,0,0
google_iap_web_cloud_run_service_iam_member,1,1,0,0
google_iap_web_cloud_run_service_iam_policy,1,0,0,0
google_iap_web_forwarding_rule_service_iam_binding,2,1,0,0
google_iap_web_forwarding_rule_service_iam_member,1,1,0,0
google_iap_web_forwarding_rule_service_iam_policy,1,0,0,0
google_iap_web_iam_binding,2,1,0,0
google_iap_web_iam_member,1,1,0,0
google_iap_web_iam_policy,1,0,0,0
google_iap_web_region_backend_service_iam_binding,2,1,0,0
google_iap_web_region_backend_service_iam_member,1,1,0,0
google_iap_web_region_backend_service_iam_policy,1,0,0,0
google_iap_web_region_forwarding_rule_service_iam_binding,2,1,0,0
google_iap_web_region_forwarding_rule_service_iam_member,1,1,0,0
google_iap_web_region_forwarding_rule_service_iam_policy,1,0,0,0
google_iap_web_type_app_engine_iam_binding,2,1,0,0
google_iap_web_type_app_engine_iam_member,1,1,0,0
google_iap_web_type_app_engine_iam_policy,1,0,0,0
google_iap_web_type_compute_iam_binding,2,1,0,0
google_iap_web_type_compute_iam_member,1,1,0,0
google_iap_web_type_compute_iam_policy,1,0,0,0
google_identity_platform_config,2,38,6,2
google_identity_platform_default_supported_idp_config,0,1,0,0
google_identity_platform_inbound_saml_config,4,1,0,2
google_identity_platform_oauth_idp_config,0,2,0,0
google_identity_platform_tenant,0,4,0,0
google_identity_platform_tenant_default_supported_idp_config,0,1,0,0
google_identity_platform_tenant_inbound_saml_config,4,1,0,2
google_identity_platform_tenant_oauth_idp_config,0,1,0,0
google_integration_connectors_connection,5,102,1,7
google_integration_connectors_endpoint_attachment,0,3,0,2
google_integration_connectors_managed_zone,0,3,0,2
google_integrations_auth_config,2,47,0,0
google_integrations_client,0,2,0,0
google_kms_autokey_config,1,0,0,0
google_kms_crypto_key,1,4,2,3
google_kms_crypto_key_iam_binding,2,1,0,0
google_kms_crypto_key_iam_member,1,1,0,0
google_kms_crypto_key_iam_policy,1,0,0,0
google_kms_crypto_key_version,0,14,0,1
google_kms_ekm_connection,4,1,3,0
google_kms_ekm_connection_iam_binding,2,1,0,0
google_kms_ekm_connection_iam_member,1,1,0,0
google_kms_ekm_connection_iam_policy,1,0,0,0
google_kms_folder_kaj_policy_config,0,3,0,0
google_kms_key_handle,0,1,0,0
google_kms_key_ring,0,1,0,0
google_kms_key_ring_iam_binding,2,1,0,0
google_kms_key_ring_iam_member,1,1,0,0
google_kms_key_ring_iam_policy,1,0,0,0
google_kms_key_ring_import_job,1,0,0,2
google_kms_organization_kaj_policy_config,0,3,0,0
google_kms_project_kaj_policy_config,0,4,0,0
google_kms_secret_ciphertext,0,0,0,0
google_logging_billing_account_bucket_config,0,0,0,0
google_logging_billing_account_exclusion,0,0,0,0
google_logging_billing_account_sink,2,2,1,0
google_logging_folder_bucket_config,0,0,0,0
google_logging_folder_exclusion,0,0,0,0
google_logging_folder_settings,0,0,0,0
google_logging_folder_sink,2,2,1,0
google_logging_linked_dataset,1,0,2,0
google_logging_log_scope,2,0,1,0
google_logging_log_view,2,0,1,0
google_logging_log_view_iam_binding,2,1,0,0
google_logging_log_view_iam_member,1,1,0,0
google_logging_log_view_iam_policy,1,0,0,0
google_logging_metric,3,11,1,0
google_logging_organization_bucket_config,0,0,0,0
google_logging_organization_exclusion,0,0,0,0
google_logging_organization_settings,0,0,0,0
google_logging_organization_sink,2,2,1,0
google_logging_project_bucket_config,0,3,0,0
google_logging_project_exclusion,0,0,0,0
google_logging_project_sink,2,3,1,0
google_looker_instance,9,13,1,0
google_lustre_instance,0,3,0,2
google_managed_kafka_acl,1,1,0,0
google_managed_kafka_cluster,15,11,1,2
google_managed_kafka_connect_cluster,11,11,0,2
google_managed_kafka_connector,0,3,0,0
google_managed_kafka_topic,0,2,0,0
google_memcache_instance,6,8,2,4
google_memorystore_instance,12,21,7,26
google_memorystore_instance_desired_user_created_endpoints,0,7,0,0
google_migration_center_group,0,3,0,2
google_migration_center_preference_set,0,23,0,0
google_ml_engine_model,0,5,0,2
google_model_armor_floorsetting,4,19,0,0
google_model_armor_template,4,20,0,2
google_monitoring_alert_policy,1,98,0,1
google_monitoring_custom_service,0,3,0,0
google_monitoring_dashboard,2,1,0,0
google_monitoring_group,0,2,0,0
google_monitoring_metric_descriptor,0,3,0,2
google_monitoring_monitored_project,2,0,0,0
google_monitoring_notification_channel,0,5,0,0
google_monitoring_service,0,5,0,1
google_monitoring_slo,14,77,0,0
google_monitoring_uptime_check_config,6,25,2,0
google_netapp_active_directory,0,6,0,2
google_netapp_backup,0,5,0,2
google_netapp_backup_policy,0,3,0,2
google_netapp_backup_vault,0,4,0,2
google_netapp_host_group,1,3,0,2
google_netapp_kmsconfig,0,3,0,2
google_netapp_storage_pool,1,3,0,2
google_netapp_volume,3,30,5,3
google_netapp_volume_quota_rule,0,3,0,2
google_netapp_volume_replication,0,6,0,7
google_netapp_volume_snapshot,0,3,0,2
google_network_connectivity_group,4,4,0,2
google_network_connectivity_hub,0,3,1,3
google_network_connectivity_internal_range,1,8,0,3
google_network_connectivity_policy_based_route,3,5,0,5
google_network_connectivity_regional_endpoint,0,3,0,2
google_network_connectivity_service_connection_policy,2,13,0,6
google_network_connectivity_spoke,17,23,1,5
google_network_management_connectivity_test,2,10,0,2
google_network_management_organization_vpc_flow_logs_config,0,3,0,2
google_network_management_vpc_flow_logs_config,0,4,0,2
google_network_security_address_group,0,3,1,2
google_network_security_address_group_iam_binding,2,1,0,0
google_network_security_address_group_iam_member,1,1,0,0
google_network_security_address_group_iam_policy,1,0,0,0
google_network_security_authorization_policy,9,17,0,2
google_network_security_authz_policy,7,149,0,2
google_network_security_backend_authentication_config,0,5,0,2
google_network_security_client_tls_policy,0,13,0,2
google_network_security_dns_threat_detector,0,4,0,2
google_network_security_firewall_endpoint,0,2,0,3
google_network_security_firewall_endpoint_association,0,2,0,2
google_network_security_gateway_security_policy,0,1,0,0
google_network_security_gateway_security_policy_rule,0,1,0,0
google_network_security_intercept_deployment,0,3,0,2
google_network_security_intercept_deployment_group,0,3,0,4
google_network_security_intercept_endpoint_group,0,3,0,6
google_network_security_intercept_endpoint_group_association,0,3,0,4
google_network_security_mirroring_deployment,0,3,0,2
google_network_security_mirroring_deployment_group,0,3,0,4
google_network_security_mirroring_endpoint,0,3,0,2
google_network_security_mirroring_endpoint_group,0,4,0,6
google_network_security_mirroring_endpoint_group_association,0,3,0,4
google_network_security_security_profile,0,17,0,2
google_network_security_security_profile_group,0,2,0,2
google_network_security_server_tls_policy,0,17,0,2
google_network_security_tls_inspection_policy,0,3,0,0
google_network_security_url_lists,1,1,0,0
google_network_services_authz_extension,2,5,0,2
google_network_services_edge_cache_keyset,0,5,0,2
google_network_services_edge_cache_origin,0,20,1,2
google_network_services_edge_cache_service,22,165,0,4
google_network_services_endpoint_policy,5,7,0,2
google_network_services_gateway,1,5,1,2
google_network_services_grpc_route,2,36,0,2
google_network_services_http_route,2,106,0,2
google_network_services_lb_route_extension,10,9,0,2
google_network_services_lb_traffic_extension,10,15,0,2
google_network_services_mesh,0,3,0,2
google_network_services_multicast_domain,1,3,0,2
google_network_services_service_binding,0,3,0,2
google_network_services_service_lb_policies,0,6,0,2
google_network_services_tcp_route,3,10,0,2
google_network_services_tls_route,5,12,0,0
google_network_services_wasm_plugin,1,6,0,3
google_notebooks_environment,1,3,0,0
google_notebooks_instance,2,12,8,2
google_notebooks_instance_iam_binding,2,1,0,0
google_notebooks_instance_iam_member,1,1,0,0
google_notebooks_instance_iam_policy,1,0,0,0
google_notebooks_runtime,4,22,21,16
google_notebooks_runtime_iam_binding,2,1,0,0
google_notebooks_runtime_iam_member,1,1,0,0
google_notebooks_runtime_iam_policy,1,0,0,0
google_observability_trace_scope,1,1,0,0
google_oracle_database_autonomous_database,1,5,0,30
google_oracle_database_cloud_exadata_infrastructure,0,6,14,2
google_oracle_database_cloud_vm_cluster,0,8,4,4
google_oracle_database_db_system,5,30,2,2
google_oracle_database_odb_network,0,3,0,2
google_oracle_database_odb_subnet,0,3,0,2
google_org_policy_custom_constraint,2,0,0,0
google_org_policy_policy,2,52,0,0
google_organization_access_approval_settings,2,0,2,0
google_organization_iam_audit_config,1,2,0,0
google_organization_iam_binding,2,1,0,0
google_organization_iam_custom_role,1,1,0,0
google_organization_iam_member,1,1,0,0
google_organization_iam_policy,1,0,0,0
google_organization_policy,1,19,0,0
google_os_config_guest_policies,7,90,28,0
google_os_config_os_policy_assignment,41,221,1,0
google_os_config_patch_deployment,10,111,0,0
google_os_config_v2_policy_orchestrator,62,346,0,5
google_os_config_v2_policy_orchestrator_for_folder,62,329,0,21
google_os_config_v2_policy_orchestrator_for_organization,62,345,0,5
google_os_login_ssh_public_key,0,0,0,0
google_parallelstore_instance,0,3,0,3
google_parameter_manager_parameter,0,3,0,3
google_parameter_manager_parameter_version,1,0,0,0
google_parameter_manager_regional_parameter,0,3,0,3
google_parameter_manager_regional_parameter_version,1,0,0,0
google_privateca_ca_pool,32,72,0,2
google_privateca_ca_pool_iam_binding,2,1,0,0
google_privateca_ca_pool_iam_member,1,1,0,0
google_privateca_ca_pool_iam_policy,1,0,0,0
google_privateca_certificate,38,77,0,138
google_privateca_certificate_authority,41,84,2,6
google_privateca_certificate_template,17,123,0,2
google_privateca_certificate_template_iam_binding,2,1,0,0
google_privateca_certificate_template_iam_member,1,1,0,0
google_privateca_certificate_template_iam_policy,1,0,0,0
google_privileged_access_manager_entitlement,31,22,0,0
google_privileged_access_manager_settings,0,15,0,0
google_project,0,4,0,2
google_project_access_approval_settings,2,0,2,0
google_project_default_service_accounts,0,0,0,0
google_project_iam_audit_config,1,2,0,0
google_project_iam_binding,2,1,0,0
google_project_iam_custom_role,1,2,0,0
google_project_iam_member,1,1,0,0
google_project_iam_member_remove,0,0,0,0
google_project_iam_policy,1,0,0,0
google_project_organization_policy,1,19,0,0
google_project_service,0,1,1,0
google_project_service_identity,0,1,0,0
google_project_usage_export_bucket,0,1,0,0
google_public_ca_external_account_key,0,1,0,0
google_pubsub_lite_reservation,1,1,0,0
google_pubsub_lite_subscription,2,2,0,0
google_pubsub_lite_topic,1,8,0,0
google_pubsub_schema,1,1,0,0
google_pubsub_schema_iam_binding,2,1,0,0
google_pubsub_schema_iam_member,1,1,0,0
google_pubsub_schema_iam_policy,1,0,0,0
google_pubsub_subscription,3,22,5,2
google_pubsub_subscription_iam_binding,2,1,0,0
google_pubsub_subscription_iam_member,1,1,0,0
google_pubsub_subscription_iam_policy,1,0,0,0
google_pubsub_topic,5,30,1,2
google_pubsub_topic_iam_binding,2,1,0,0
google_pubsub_topic_iam_member,1,1,0,0
google_pubsub_topic_iam_policy,1,0,0,0
google_redis_cluster,12,18,7,20
google_redis_cluster_user_created_connections,0,7,0,0
google_redis_instance,3,8,3,5
google_resource_manager_capability,0,0,0,0
google_resource_manager_lien,1,0,0,0
google_runtimeconfig_config,0,1,0,0
google_runtimeconfig_config_iam_binding,2,1,0,0
google_runtimeconfig_config_iam_member,1,1,0,0
google_runtimeconfig_config_iam_policy,1,0,0,0
google_runtimeconfig_variable,0,1,0,0
google_saas_runtime_release,0,10,0,5
google_saas_runtime_rollout_kind,0,6,0,3
google_saas_runtime_saas,0,6,0,3
google_saas_runtime_tenant,0,5,0,3
google_saas_runtime_unit,0,6,0,11
google_saas_runtime_unit_kind,0,16,0,3
google_scc_event_threat_detection_custom_module,1,0,0,0
google_scc_folder_custom_module,8,9,0,0
google_scc_folder_notification_config,1,0,0,0
google_scc_folder_scc_big_query_export,0,0,0,0
google_scc_management_folder_security_health_analytics_custom_module,3,14,0,0
google_scc_management_organization_event_threat_detection_custom_module,0,1,0,0
google_scc_management_organization_security_health_analytics_custom_module,7,10,0,0
google_scc_management_project_security_health_analytics_custom_module,7,11,0,0
google_scc_mute_config,0,0,0,0
google_scc_notification_config,1,0,0,0
google_scc_organization_custom_module,8,9,0,0
google_scc_organization_scc_big_query_export,0,0,0,0
google_scc_project_custom_module,8,10,0,0
google_scc_project_notification_config,1,1,0,0
google_scc_project_scc_big_query_export,0,1,0,0
google_scc_source,0,0,0,0
google_scc_source_iam_binding,2,1,0,0
google_scc_source_iam_member,1,1,0,0
google_scc_source_iam_policy,1,0,0,0
google_scc_v2_folder_mute_config,0,0,0,0
google_scc_v2_folder_notification_config,1,0,0,0
google_scc_v2_folder_scc_big_query_export,0,0,0,0
google_scc_v2_organization_mute_config,0,0,0,0
google_scc_v2_organization_notification_config,1,0,0,0
google_scc_v2_organization_scc_big_query_export,0,0,0,0
google_scc_v2_organization_scc_big_query_exports,0,0,0,0
google_scc_v2_organization_source,0,0,0,0
google_scc_v2_organization_source_iam_binding,2,1,0,0
google_scc_v2_organization_source_iam_member,1,1,0,0
google_scc_v2_organization_source_iam_policy,1,0,0,0
google_scc_v2_project_mute_config,0,1,0,0
google_scc_v2_project_notification_config,1,1,0,0
google_scc_v2_project_scc_big_query_export,0,1,0,0
google_secret_manager_regional_secret,0,10,0,3
google_secret_manager_regional_secret_iam_binding,2,1,0,0
google_secret_manager_regional_secret_iam_member,1,1,0,0
google_secret_manager_regional_secret_iam_policy,1,0,0,0
google_secret_manager_regional_secret_version,1,0,0,1
google_secret_manager_secret,4,21,0,3
google_secret_manager_secret_iam_binding,2,1,0,0
google_secret_manager_secret_iam_member,1,1,0,0
google_secret_manager_secret_iam_policy,1,0,0,0
google_secret_manager_secret_version,1,0,0,0
google_secure_source_manager_branch_rule,0,1,0,0
google_secure_source_manager_hook,0,1,2,0
google_secure_source_manager_instance,0,5,0,3
google_secure_source_manager_instance_iam_binding,2,1,0,0
google_secure_source_manager_instance_iam_member,1,1,0,0
google_secure_source_manager_instance_iam_policy,1,0,0,0
google_secure_source_manager_repository,1,4,0,1
google_secure_source_manager_repository_iam_binding,2,1,0,0
google_secure_source_manager_repository_iam_member,1,1,0,0
google_secure_source_manager_repository_iam_policy,1,0,0,0
google_security_scanner_scan_config,1,9,0,0
google_securityposture_posture,52,98,0,0
google_securityposture_posture_deployment,0,0,0,0
google_service_account,0,2,0,0
google_service_account_iam_binding,2,1,0,0
google_service_account_iam_member,1,1,0,0
google_service_account_iam_policy,1,0,0,0
google_service_account_key,0,0,0,0
google_service_directory_endpoint,0,1,0,0
google_service_directory_namespace,0,3,0,2
google_service_directory_namespace_iam_binding,2,1,0,0
google_service_directory_namespace_iam_member,1,1,0,0
google_service_directory_namespace_iam_policy,1,0,0,0
google_service_directory_service,0,1,0,0
google_service_directory_service_iam_binding,2,1,0,0
google_service_directory_service_iam_member,1,1,0,0
google_service_directory_service_iam_policy,1,0,0,0
google_service_networking_connection,2,0,0,0
google_service_networking_peered_dns_domain,0,1,0,0
google_service_networking_vpc_service_controls,0,0,0,0
google_service_usage_consumer_quota_override,0,2,0,0
google_site_verification_owner,1,0,0,0
google_site_verification_web_resource,1,0,0,1
google_sourcerepo_repository,0,3,0,0
google_sourcerepo_repository_iam_binding,2,1,0,0
google_sourcerepo_repository_iam_member,1,1,0,0
google_sourcerepo_repository_iam_policy,1,0,0,0
google_spanner_backup_schedule,2,8,1,0
google_spanner_database,1,6,0,0
google_spanner_database_iam_binding,2,1,0,0
google_spanner_database_iam_member,1,1,0,0
google_spanner_database_iam_policy,1,0,0,0
google_spanner_instance,11,10,0,2
google_spanner_instance_config,2,3,0,2
google_spanner_instance_iam_binding,2,1,0,0
google_spanner_instance_iam_member,1,1,0,0
google_spanner_instance_iam_policy,1,0,0,0
google_spanner_instance_partition,2,1,0,0
google_sql_database,0,1,1,0
google_sql_database_instance,1,78,26,4
google_sql_source_representation_instance,0,1,0,0
google_sql_ssl_cert,0,1,0,0
google_sql_user,1,3,0,5
google_storage_anywhere_cache,1,0,0,0
google_storage_batch_operations_job,2,18,0,0
google_storage_bucket,17,38,3,2
google_storage_bucket_access_control,1,0,0,0
google_storage_bucket_acl,0,1,1,0
google_storage_bucket_iam_binding,2,1,0,0
google_storage_bucket_iam_member,1,1,0,0
google_storage_bucket_iam_policy,1,0,0,0
google_storage_bucket_object,0,5,1,0
google_storage_control_folder_intelligence_config,12,18,0,2
google_storage_control_organization_intelligence_config,12,18,0,2
google_storage_control_project_intelligence_config,12,18,0,2
google_storage_default_object_access_control,1,0,0,1
google_storage_default_object_acl,0,0,1,0
google_storage_folder,0,0,0,0
google_storage_hmac_key,0,1,0,0
google_storage_insights_dataset_config,9,11,0,1
google_storage_insights_report_config,8,7,0,0
google_storage_managed_folder,1,0,0,0
google_storage_managed_folder_iam_binding,2,1,0,0
google_storage_managed_folder_iam_member,1,1,0,0
google_storage_managed_folder_iam_policy,1,0,0,0
google_storage_object_access_control,1,0,0,1
google_storage_object_acl,0,1,1,0
google_storage_transfer_agent_pool,0,2,0,0
google_storage_transfer_job,2,82,0,0
google_tags_location_tag_binding,1,0,0,0
google_tags_tag_binding,0,0,0,0
google_tags_tag_key,1,1,0,0
google_tags_tag_key_iam_binding,2,1,0,0
google_tags_tag_key_iam_member,1,1,0,0
google_tags_tag_key_iam_policy,1,0,0,0
google_tags_tag_value,0,0,0,0
google_tags_tag_value_iam_binding,2,1,0,0
google_tags_tag_value_iam_member,1,1,0,0
google_tags_tag_value_iam_policy,1,0,0,0
google_tpu_v2_queued_resource,6,4,4,0
google_tpu_v2_vm,0,10,7,6
google_transcoder_job,0,35,71,2
google_transcoder_job_template,0,35,71,2
google_vertex_ai_cache_config,0,1,0,0
google_vertex_ai_dataset,0,4,0,2
google_vertex_ai_deployment_resource_pool,2,4,0,0
google_vertex_ai_endpoint,0,12,1,15
google_vertex_ai_endpoint_iam_binding,2,1,0,0
google_vertex_ai_endpoint_iam_member,1,1,0,0
google_vertex_ai_endpoint_iam_policy,1,0,0,0
google_vertex_ai_endpoint_with_model_garden_deployment,3,132,0,0
google_vertex_ai_feature_group,2,6,0,2
google_vertex_ai_feature_group_feature,0,3,0,2
google_vertex_ai_feature_group_iam_binding,2,1,0,0
google_vertex_ai_feature_group_iam_member,1,1,0,0
google_vertex_ai_feature_group_iam_policy,1,0,0,0
google_vertex_ai_feature_online_store,2,10,2,2
google_vertex_ai_feature_online_store_featureview,7,13,0,2
google_vertex_ai_feature_online_store_featureview_iam_binding,2,1,0,0
google_vertex_ai_feature_online_store_featureview_iam_member,1,1,0,0
google_vertex_ai_feature_online_store_featureview_iam_policy,1,0,0,0
google_vertex_ai_feature_online_store_iam_binding,2,1,0,0
google_vertex_ai_feature_online_store_iam_member,1,1,0,0
google_vertex_ai_feature_online_store_iam_policy,1,0,0,0
google_vertex_ai_featurestore,0,7,0,2
google_vertex_ai_featurestore_entitytype,0,11,0,2
google_vertex_ai_featurestore_entitytype_feature,0,2,0,2
google_vertex_ai_featurestore_entitytype_iam_binding,2,1,0,0
google_vertex_ai_featurestore_entitytype_iam_member,1,1,0,0
google_vertex_ai_featurestore_entitytype_iam_policy,1,0,0,0
google_vertex_ai_featurestore_iam_binding,2,1,0,0
google_vertex_ai_featurestore_iam_member,1,1,0,0
google_vertex_ai_featurestore_iam_policy,1,0,0,0
google_vertex_ai_index,3,15,0,4
google_vertex_ai_index_endpoint,0,6,1,2
google_vertex_ai_index_endpoint_deployed_index,4,11,1,3
google_vertex_ai_metadata_store,0,2,0,1
google_vertex_ai_rag_engine_config,1,7,0,0
google_vertex_ai_reasoning_engine,4,15,0,0
google_vertex_ai_tensorboard,0,4,0,2
google_vmwareengine_cluster,2,11,0,0
google_vmwareengine_external_access_rule,4,0,0,0
google_vmwareengine_external_address,0,0,0,0
google_vmwareengine_network,0,1,0,1
google_vmwareengine_network_peering,0,1,0,0
google_vmwareengine_network_policy,0,1,2,0
google_vmwareengine_private_cloud,5,20,0,3
google_vmwareengine_subnet,0,0,0,1
google_vpc_access_connector,0,4,1,1
google_workbench_instance,0,22,34,7
google_workbench_instance_iam_binding,2,1,0,0
google_workbench_instance_iam_member,1,1,0,0
google_workbench_instance_iam_policy,1,0,0,0
google_workflows_workflow,0,5,1,2
google_workstations_workstation,0,6,0,3
