resource,provenance,product,is_iam,schema_callee,file_path:line
google_folder_access_approval_settings,Generated,accessapproval,false,accessapproval.ResourceAccessApprovalFolderSettings,google-beta/provider/provider_mmv1_resources.go:628
google_organization_access_approval_settings,Generated,accessapproval,false,accessapproval.ResourceAccessApprovalOrganizationSettings,google-beta/provider/provider_mmv1_resources.go:629
google_project_access_approval_settings,Generated,accessapproval,false,accessapproval.ResourceAccessApprovalProjectSettings,google-beta/provider/provider_mmv1_resources.go:630
google_access_context_manager_access_level,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerAccessLevel,google-beta/provider/provider_mmv1_resources.go:631
google_access_context_manager_access_level_condition,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerAccessLevelCondition,google-beta/provider/provider_mmv1_resources.go:632
google_access_context_manager_access_levels,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerAccessLevels,google-beta/provider/provider_mmv1_resources.go:633
google_access_context_manager_access_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerAccessPolicy,google-beta/provider/provider_mmv1_resources.go:634
google_access_context_manager_access_policy_iam_binding,Generated,accesscontextmanager,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:635
google_access_context_manager_access_policy_iam_member,Generated,accesscontextmanager,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:636
google_access_context_manager_access_policy_iam_policy,Generated,accesscontextmanager,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:637
google_access_context_manager_authorized_orgs_desc,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerAuthorizedOrgsDesc,google-beta/provider/provider_mmv1_resources.go:638
google_access_context_manager_egress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerEgressPolicy,google-beta/provider/provider_mmv1_resources.go:639
google_access_context_manager_gcp_user_access_binding,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerGcpUserAccessBinding,google-beta/provider/provider_mmv1_resources.go:640
google_access_context_manager_ingress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerIngressPolicy,google-beta/provider/provider_mmv1_resources.go:641
google_access_context_manager_service_perimeter,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeter,google-beta/provider/provider_mmv1_resources.go:642
google_access_context_manager_service_perimeter_dry_run_egress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterDryRunEgressPolicy,google-beta/provider/provider_mmv1_resources.go:643
google_access_context_manager_service_perimeter_dry_run_ingress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterDryRunIngressPolicy,google-beta/provider/provider_mmv1_resources.go:644
google_access_context_manager_service_perimeter_dry_run_resource,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterDryRunResource,google-beta/provider/provider_mmv1_resources.go:645
google_access_context_manager_service_perimeter_egress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterEgressPolicy,google-beta/provider/provider_mmv1_resources.go:646
google_access_context_manager_service_perimeter_ingress_policy,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterIngressPolicy,google-beta/provider/provider_mmv1_resources.go:647
google_access_context_manager_service_perimeter_resource,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeterResource,google-beta/provider/provider_mmv1_resources.go:648
google_access_context_manager_service_perimeters,Generated,accesscontextmanager,false,accesscontextmanager.ResourceAccessContextManagerServicePerimeters,google-beta/provider/provider_mmv1_resources.go:649
google_active_directory_domain,Generated,activedirectory,false,activedirectory.ResourceActiveDirectoryDomain,google-beta/provider/provider_mmv1_resources.go:650
google_active_directory_domain_trust,Generated,activedirectory,false,activedirectory.ResourceActiveDirectoryDomainTrust,google-beta/provider/provider_mmv1_resources.go:651
google_active_directory_peering,Generated,activedirectory,false,activedirectory.ResourceActiveDirectoryPeering,google-beta/provider/provider_mmv1_resources.go:652
google_alloydb_backup,Generated,alloydb,false,alloydb.ResourceAlloydbBackup,google-beta/provider/provider_mmv1_resources.go:653
google_alloydb_cluster,Generated,alloydb,false,alloydb.ResourceAlloydbCluster,google-beta/provider/provider_mmv1_resources.go:654
google_alloydb_instance,Generated,alloydb,false,alloydb.ResourceAlloydbInstance,google-beta/provider/provider_mmv1_resources.go:655
google_alloydb_user,Generated,alloydb,false,alloydb.ResourceAlloydbUser,google-beta/provider/provider_mmv1_resources.go:656
google_api_gateway_api,Generated,apigateway,false,apigateway.ResourceApiGatewayApi,google-beta/provider/provider_mmv1_resources.go:657
google_api_gateway_api_iam_binding,Generated,apigateway,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:658
google_api_gateway_api_iam_member,Generated,apigateway,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:659
google_api_gateway_api_iam_policy,Generated,apigateway,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:660
google_api_gateway_api_config,Generated,apigateway,false,apigateway.ResourceApiGatewayApiConfig,google-beta/provider/provider_mmv1_resources.go:661
google_api_gateway_api_config_iam_binding,Generated,apigateway,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:662
google_api_gateway_api_config_iam_member,Generated,apigateway,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:663
google_api_gateway_api_config_iam_policy,Generated,apigateway,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:664
google_api_gateway_gateway,Generated,apigateway,false,apigateway.ResourceApiGatewayGateway,google-beta/provider/provider_mmv1_resources.go:665
google_api_gateway_gateway_iam_binding,Generated,apigateway,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:666
google_api_gateway_gateway_iam_member,Generated,apigateway,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:667
google_api_gateway_gateway_iam_policy,Generated,apigateway,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:668
google_apigee_addons_config,Generated,apigee,false,apigee.ResourceApigeeAddonsConfig,google-beta/provider/provider_mmv1_resources.go:669
google_apigee_api_deployment,Generated,apigee,false,apigee.ResourceApigeeApiDeployment,google-beta/provider/provider_mmv1_resources.go:670
google_apigee_api_product,Generated,apigee,false,apigee.ResourceApigeeApiProduct,google-beta/provider/provider_mmv1_resources.go:671
google_apigee_app_group,Generated,apigee,false,apigee.ResourceApigeeAppGroup,google-beta/provider/provider_mmv1_resources.go:672
google_apigee_control_plane_access,Generated,apigee,false,apigee.ResourceApigeeControlPlaneAccess,google-beta/provider/provider_mmv1_resources.go:673
google_apigee_developer,Generated,apigee,false,apigee.ResourceApigeeDeveloper,google-beta/provider/provider_mmv1_resources.go:674
google_apigee_developer_app,Generated,apigee,false,apigee.ResourceApigeeDeveloperApp,google-beta/provider/provider_mmv1_resources.go:675
google_apigee_dns_zone,Generated,apigee,false,apigee.ResourceApigeeDnsZone,google-beta/provider/provider_mmv1_resources.go:676
google_apigee_endpoint_attachment,Generated,apigee,false,apigee.ResourceApigeeEndpointAttachment,google-beta/provider/provider_mmv1_resources.go:677
google_apigee_env_keystore,Generated,apigee,false,apigee.ResourceApigeeEnvKeystore,google-beta/provider/provider_mmv1_resources.go:678
google_apigee_env_references,Generated,apigee,false,apigee.ResourceApigeeEnvReferences,google-beta/provider/provider_mmv1_resources.go:679
google_apigee_envgroup,Generated,apigee,false,apigee.ResourceApigeeEnvgroup,google-beta/provider/provider_mmv1_resources.go:680
google_apigee_envgroup_attachment,Generated,apigee,false,apigee.ResourceApigeeEnvgroupAttachment,google-beta/provider/provider_mmv1_resources.go:681
google_apigee_environment,Generated,apigee,false,apigee.ResourceApigeeEnvironment,google-beta/provider/provider_mmv1_resources.go:682
google_apigee_environment_iam_binding,Generated,apigee,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:683
google_apigee_environment_iam_member,Generated,apigee,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:684
google_apigee_environment_iam_policy,Generated,apigee,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:685
google_apigee_environment_addons_config,Generated,apigee,false,apigee.ResourceApigeeEnvironmentAddonsConfig,google-beta/provider/provider_mmv1_resources.go:686
google_apigee_environment_api_revision_deployment,Generated,apigee,false,apigee.ResourceApigeeEnvironmentApiRevisionDeployment,google-beta/provider/provider_mmv1_resources.go:687
google_apigee_environment_keyvaluemaps,Generated,apigee,false,apigee.ResourceApigeeEnvironmentKeyvaluemaps,google-beta/provider/provider_mmv1_resources.go:688
google_apigee_environment_keyvaluemaps_entries,Generated,apigee,false,apigee.ResourceApigeeEnvironmentKeyvaluemapsEntries,google-beta/provider/provider_mmv1_resources.go:689
google_apigee_instance,Generated,apigee,false,apigee.ResourceApigeeInstance,google-beta/provider/provider_mmv1_resources.go:690
google_apigee_instance_attachment,Generated,apigee,false,apigee.ResourceApigeeInstanceAttachment,google-beta/provider/provider_mmv1_resources.go:691
google_apigee_keystores_aliases_self_signed_cert,Generated,apigee,false,apigee.ResourceApigeeKeystoresAliasesSelfSignedCert,google-beta/provider/provider_mmv1_resources.go:692
google_apigee_nat_address,Generated,apigee,false,apigee.ResourceApigeeNatAddress,google-beta/provider/provider_mmv1_resources.go:693
google_apigee_organization,Generated,apigee,false,apigee.ResourceApigeeOrganization,google-beta/provider/provider_mmv1_resources.go:694
google_apigee_security_action,Generated,apigee,false,apigee.ResourceApigeeSecurityAction,google-beta/provider/provider_mmv1_resources.go:695
google_apigee_security_monitoring_condition,Generated,apigee,false,apigee.ResourceApigeeSecurityMonitoringCondition,google-beta/provider/provider_mmv1_resources.go:696
google_apigee_security_profile_v2,Generated,apigee,false,apigee.ResourceApigeeSecurityProfileV2,google-beta/provider/provider_mmv1_resources.go:697
google_apigee_sync_authorization,Generated,apigee,false,apigee.ResourceApigeeSyncAuthorization,google-beta/provider/provider_mmv1_resources.go:698
google_apigee_target_server,Generated,apigee,false,apigee.ResourceApigeeTargetServer,google-beta/provider/provider_mmv1_resources.go:699
google_apihub_api_hub_instance,Generated,apihub,false,apihub.ResourceApihubApiHubInstance,google-beta/provider/provider_mmv1_resources.go:700
google_apihub_curation,Generated,apihub,false,apihub.ResourceApihubCuration,google-beta/provider/provider_mmv1_resources.go:701
google_apihub_host_project_registration,Generated,apihub,false,apihub.ResourceApihubHostProjectRegistration,google-beta/provider/provider_mmv1_resources.go:702
google_apihub_plugin,Generated,apihub,false,apihub.ResourceApihubPlugin,google-beta/provider/provider_mmv1_resources.go:703
google_apihub_plugin_instance,Generated,apihub,false,apihub.ResourceApihubPluginInstance,google-beta/provider/provider_mmv1_resources.go:704
google_app_engine_application_url_dispatch_rules,Generated,appengine,false,appengine.ResourceAppEngineApplicationUrlDispatchRules,google-beta/provider/provider_mmv1_resources.go:705
google_app_engine_domain_mapping,Generated,appengine,false,appengine.ResourceAppEngineDomainMapping,google-beta/provider/provider_mmv1_resources.go:706
google_app_engine_firewall_rule,Generated,appengine,false,appengine.ResourceAppEngineFirewallRule,google-beta/provider/provider_mmv1_resources.go:707
google_app_engine_flexible_app_version,Generated,appengine,false,appengine.ResourceAppEngineFlexibleAppVersion,google-beta/provider/provider_mmv1_resources.go:708
google_app_engine_service_network_settings,Generated,appengine,false,appengine.ResourceAppEngineServiceNetworkSettings,google-beta/provider/provider_mmv1_resources.go:709
google_app_engine_service_split_traffic,Generated,appengine,false,appengine.ResourceAppEngineServiceSplitTraffic,google-beta/provider/provider_mmv1_resources.go:710
google_app_engine_standard_app_version,Generated,appengine,false,appengine.ResourceAppEngineStandardAppVersion,google-beta/provider/provider_mmv1_resources.go:711
google_apphub_application,Generated,apphub,false,apphub.ResourceApphubApplication,google-beta/provider/provider_mmv1_resources.go:712
google_apphub_service,Generated,apphub,false,apphub.ResourceApphubService,google-beta/provider/provider_mmv1_resources.go:713
google_apphub_service_project_attachment,Generated,apphub,false,apphub.ResourceApphubServiceProjectAttachment,google-beta/provider/provider_mmv1_resources.go:714
google_apphub_workload,Generated,apphub,false,apphub.ResourceApphubWorkload,google-beta/provider/provider_mmv1_resources.go:715
google_artifact_registry_repository,Generated,artifactregistry,false,artifactregistry.ResourceArtifactRegistryRepository,google-beta/provider/provider_mmv1_resources.go:716
google_artifact_registry_repository_iam_binding,Generated,artifactregistry,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:717
google_artifact_registry_repository_iam_member,Generated,artifactregistry,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:718
google_artifact_registry_repository_iam_policy,Generated,artifactregistry,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:719
google_artifact_registry_vpcsc_config,Generated,artifactregistry,false,artifactregistry.ResourceArtifactRegistryVPCSCConfig,google-beta/provider/provider_mmv1_resources.go:720
google_backup_dr_backup_plan,Generated,backupdr,false,backupdr.ResourceBackupDRBackupPlan,google-beta/provider/provider_mmv1_resources.go:721
google_backup_dr_backup_plan_association,Generated,backupdr,false,backupdr.ResourceBackupDRBackupPlanAssociation,google-beta/provider/provider_mmv1_resources.go:722
google_backup_dr_backup_vault,Generated,backupdr,false,backupdr.ResourceBackupDRBackupVault,google-beta/provider/provider_mmv1_resources.go:723
google_backup_dr_management_server,Generated,backupdr,false,backupdr.ResourceBackupDRManagementServer,google-beta/provider/provider_mmv1_resources.go:724
google_backup_dr_service_config,Generated,backupdr,false,backupdr.ResourceBackupDRServiceConfig,google-beta/provider/provider_mmv1_resources.go:725
google_beyondcorp_app_connection,Generated,beyondcorp,false,beyondcorp.ResourceBeyondcorpAppConnection,google-beta/provider/provider_mmv1_resources.go:726
google_beyondcorp_app_connector,Generated,beyondcorp,false,beyondcorp.ResourceBeyondcorpAppConnector,google-beta/provider/provider_mmv1_resources.go:727
google_beyondcorp_app_gateway,Generated,beyondcorp,false,beyondcorp.ResourceBeyondcorpAppGateway,google-beta/provider/provider_mmv1_resources.go:728
google_beyondcorp_security_gateway,Generated,beyondcorp,false,beyondcorp.ResourceBeyondcorpSecurityGateway,google-beta/provider/provider_mmv1_resources.go:729
google_beyondcorp_security_gateway_iam_binding,Generated,beyondcorp,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:730
google_beyondcorp_security_gateway_iam_member,Generated,beyondcorp,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:731
google_beyondcorp_security_gateway_iam_policy,Generated,beyondcorp,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:732
google_beyondcorp_security_gateway_application,Generated,beyondcorp,false,beyondcorp.ResourceBeyondcorpSecurityGatewayApplication,google-beta/provider/provider_mmv1_resources.go:733
google_beyondcorp_security_gateway_application_iam_binding,Generated,beyondcorp,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:734
google_beyondcorp_security_gateway_application_iam_member,Generated,beyondcorp,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:735
google_beyondcorp_security_gateway_application_iam_policy,Generated,beyondcorp,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:736
google_biglake_catalog,Generated,biglake,false,biglake.ResourceBiglakeCatalog,google-beta/provider/provider_mmv1_resources.go:737
google_biglake_database,Generated,biglake,false,biglake.ResourceBiglakeDatabase,google-beta/provider/provider_mmv1_resources.go:738
google_biglake_table,Generated,biglake,false,biglake.ResourceBiglakeTable,google-beta/provider/provider_mmv1_resources.go:739
google_bigquery_dataset,Generated,bigquery,false,bigquery.ResourceBigQueryDataset,google-beta/provider/provider_mmv1_resources.go:740
google_bigquery_dataset_access,Generated,bigquery,false,bigquery.ResourceBigQueryDatasetAccess,google-beta/provider/provider_mmv1_resources.go:741
google_bigquery_job,Generated,bigquery,false,bigquery.ResourceBigQueryJob,google-beta/provider/provider_mmv1_resources.go:742
google_bigquery_routine,Generated,bigquery,false,bigquery.ResourceBigQueryRoutine,google-beta/provider/provider_mmv1_resources.go:743
google_bigquery_row_access_policy,Generated,bigquery,false,bigquery.ResourceBigQueryRowAccessPolicy,google-beta/provider/provider_mmv1_resources.go:744
google_bigquery_table_iam_binding,Generated,bigquery,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:745
google_bigquery_table_iam_member,Generated,bigquery,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:746
google_bigquery_table_iam_policy,Generated,bigquery,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:747
google_bigquery_analytics_hub_data_exchange,Generated,bigqueryanalyticshub,false,bigqueryanalyticshub.ResourceBigqueryAnalyticsHubDataExchange,google-beta/provider/provider_mmv1_resources.go:748
google_bigquery_analytics_hub_data_exchange_iam_binding,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:749
google_bigquery_analytics_hub_data_exchange_iam_member,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:750
google_bigquery_analytics_hub_data_exchange_iam_policy,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:751
google_bigquery_analytics_hub_data_exchange_subscription,Generated,bigqueryanalyticshub,false,bigqueryanalyticshub.ResourceBigqueryAnalyticsHubDataExchangeSubscription,google-beta/provider/provider_mmv1_resources.go:752
google_bigquery_analytics_hub_listing,Generated,bigqueryanalyticshub,false,bigqueryanalyticshub.ResourceBigqueryAnalyticsHubListing,google-beta/provider/provider_mmv1_resources.go:753
google_bigquery_analytics_hub_listing_iam_binding,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:754
google_bigquery_analytics_hub_listing_iam_member,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:755
google_bigquery_analytics_hub_listing_iam_policy,Generated,bigqueryanalyticshub,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:756
google_bigquery_analytics_hub_listing_subscription,Generated,bigqueryanalyticshub,false,bigqueryanalyticshub.ResourceBigqueryAnalyticsHubListingSubscription,google-beta/provider/provider_mmv1_resources.go:757
google_bigquery_connection,Generated,bigqueryconnection,false,bigqueryconnection.ResourceBigqueryConnectionConnection,google-beta/provider/provider_mmv1_resources.go:758
google_bigquery_connection_iam_binding,Generated,bigqueryconnection,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:759
google_bigquery_connection_iam_member,Generated,bigqueryconnection,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:760
google_bigquery_connection_iam_policy,Generated,bigqueryconnection,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:761
google_bigquery_datapolicy_data_policy,Generated,bigquerydatapolicy,false,bigquerydatapolicy.ResourceBigqueryDatapolicyDataPolicy,google-beta/provider/provider_mmv1_resources.go:762
google_bigquery_datapolicy_data_policy_iam_binding,Generated,bigquerydatapolicy,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:763
google_bigquery_datapolicy_data_policy_iam_member,Generated,bigquerydatapolicy,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:764
google_bigquery_datapolicy_data_policy_iam_policy,Generated,bigquerydatapolicy,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:765
google_bigquery_datapolicyv2_data_policy,Generated,bigquerydatapolicyv2,false,bigquerydatapolicyv2.ResourceBigqueryDatapolicyv2DataPolicy,google-beta/provider/provider_mmv1_resources.go:766
google_bigquery_datapolicyv2_data_policy_iam_binding,Generated,bigquerydatapolicyv2,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:767
google_bigquery_datapolicyv2_data_policy_iam_member,Generated,bigquerydatapolicyv2,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:768
google_bigquery_datapolicyv2_data_policy_iam_policy,Generated,bigquerydatapolicyv2,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:769
google_bigquery_data_transfer_config,Generated,bigquerydatatransfer,false,bigquerydatatransfer.ResourceBigqueryDataTransferConfig,google-beta/provider/provider_mmv1_resources.go:770
google_bigquery_bi_reservation,Generated,bigqueryreservation,false,bigqueryreservation.ResourceBigqueryReservationBiReservation,google-beta/provider/provider_mmv1_resources.go:771
google_bigquery_capacity_commitment,Generated,bigqueryreservation,false,bigqueryreservation.ResourceBigqueryReservationCapacityCommitment,google-beta/provider/provider_mmv1_resources.go:772
google_bigquery_reservation,Generated,bigqueryreservation,false,bigqueryreservation.ResourceBigqueryReservationReservation,google-beta/provider/provider_mmv1_resources.go:773
google_bigquery_reservation_assignment,Generated,bigqueryreservation,false,bigqueryreservation.ResourceBigqueryReservationReservationAssignment,google-beta/provider/provider_mmv1_resources.go:774
google_bigtable_app_profile,Generated,bigtable,false,bigtable.ResourceBigtableAppProfile,google-beta/provider/provider_mmv1_resources.go:775
google_bigtable_logical_view,Generated,bigtable,false,bigtable.ResourceBigtableLogicalView,google-beta/provider/provider_mmv1_resources.go:776
google_bigtable_materialized_view,Generated,bigtable,false,bigtable.ResourceBigtableMaterializedView,google-beta/provider/provider_mmv1_resources.go:777
google_bigtable_schema_bundle,Generated,bigtable,false,bigtable.ResourceBigtableSchemaBundle,google-beta/provider/provider_mmv1_resources.go:778
google_billing_budget,Generated,billing,false,billing.ResourceBillingBudget,google-beta/provider/provider_mmv1_resources.go:779
google_binary_authorization_attestor,Generated,binaryauthorization,false,binaryauthorization.ResourceBinaryAuthorizationAttestor,google-beta/provider/provider_mmv1_resources.go:780
google_binary_authorization_attestor_iam_binding,Generated,binaryauthorization,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:781
google_binary_authorization_attestor_iam_member,Generated,binaryauthorization,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:782
google_binary_authorization_attestor_iam_policy,Generated,binaryauthorization,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:783
google_binary_authorization_policy,Generated,binaryauthorization,false,binaryauthorization.ResourceBinaryAuthorizationPolicy,google-beta/provider/provider_mmv1_resources.go:784
google_blockchain_node_engine_blockchain_nodes,Generated,blockchainnodeengine,false,blockchainnodeengine.ResourceBlockchainNodeEngineBlockchainNodes,google-beta/provider/provider_mmv1_resources.go:785
google_certificate_manager_certificate,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerCertificate,google-beta/provider/provider_mmv1_resources.go:786
google_certificate_manager_certificate_issuance_config,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerCertificateIssuanceConfig,google-beta/provider/provider_mmv1_resources.go:787
google_certificate_manager_certificate_map,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerCertificateMap,google-beta/provider/provider_mmv1_resources.go:788
google_certificate_manager_certificate_map_entry,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerCertificateMapEntry,google-beta/provider/provider_mmv1_resources.go:789
google_certificate_manager_dns_authorization,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerDnsAuthorization,google-beta/provider/provider_mmv1_resources.go:790
google_certificate_manager_trust_config,Generated,certificatemanager,false,certificatemanager.ResourceCertificateManagerTrustConfig,google-beta/provider/provider_mmv1_resources.go:791
google_ces_app,Generated,ces,false,ces.ResourceCESApp,google-beta/provider/provider_mmv1_resources.go:792
google_ces_toolset,Generated,ces,false,ces.ResourceCESToolset,google-beta/provider/provider_mmv1_resources.go:793
google_chronicle_data_access_label,Generated,chronicle,false,chronicle.ResourceChronicleDataAccessLabel,google-beta/provider/provider_mmv1_resources.go:794
google_chronicle_data_access_scope,Generated,chronicle,false,chronicle.ResourceChronicleDataAccessScope,google-beta/provider/provider_mmv1_resources.go:795
google_chronicle_reference_list,Generated,chronicle,false,chronicle.ResourceChronicleReferenceList,google-beta/provider/provider_mmv1_resources.go:796
google_chronicle_retrohunt,Generated,chronicle,false,chronicle.ResourceChronicleRetrohunt,google-beta/provider/provider_mmv1_resources.go:797
google_chronicle_rule,Generated,chronicle,false,chronicle.ResourceChronicleRule,google-beta/provider/provider_mmv1_resources.go:798
google_chronicle_rule_deployment,Generated,chronicle,false,chronicle.ResourceChronicleRuleDeployment,google-beta/provider/provider_mmv1_resources.go:799
google_chronicle_watchlist,Generated,chronicle,false,chronicle.ResourceChronicleWatchlist,google-beta/provider/provider_mmv1_resources.go:800
google_cloud_asset_folder_feed,Generated,cloudasset,false,cloudasset.ResourceCloudAssetFolderFeed,google-beta/provider/provider_mmv1_resources.go:801
google_cloud_asset_organization_feed,Generated,cloudasset,false,cloudasset.ResourceCloudAssetOrganizationFeed,google-beta/provider/provider_mmv1_resources.go:802
google_cloud_asset_project_feed,Generated,cloudasset,false,cloudasset.ResourceCloudAssetProjectFeed,google-beta/provider/provider_mmv1_resources.go:803
google_cloudbuild_bitbucket_server_config,Generated,cloudbuild,false,cloudbuild.ResourceCloudBuildBitbucketServerConfig,google-beta/provider/provider_mmv1_resources.go:804
google_cloudbuild_trigger,Generated,cloudbuild,false,cloudbuild.ResourceCloudBuildTrigger,google-beta/provider/provider_mmv1_resources.go:805
google_cloudbuildv2_connection,Generated,cloudbuildv2,false,cloudbuildv2.ResourceCloudbuildv2Connection,google-beta/provider/provider_mmv1_resources.go:806
google_cloudbuildv2_connection_iam_binding,Generated,cloudbuildv2,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:807
google_cloudbuildv2_connection_iam_member,Generated,cloudbuildv2,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:808
google_cloudbuildv2_connection_iam_policy,Generated,cloudbuildv2,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:809
google_cloudbuildv2_repository,Generated,cloudbuildv2,false,cloudbuildv2.ResourceCloudbuildv2Repository,google-beta/provider/provider_mmv1_resources.go:810
google_clouddeploy_automation,Generated,clouddeploy,false,clouddeploy.ResourceClouddeployAutomation,google-beta/provider/provider_mmv1_resources.go:811
google_clouddeploy_custom_target_type,Generated,clouddeploy,false,clouddeploy.ResourceClouddeployCustomTargetType,google-beta/provider/provider_mmv1_resources.go:812
google_clouddeploy_custom_target_type_iam_binding,Generated,clouddeploy,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:813
google_clouddeploy_custom_target_type_iam_member,Generated,clouddeploy,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:814
google_clouddeploy_custom_target_type_iam_policy,Generated,clouddeploy,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:815
google_clouddeploy_delivery_pipeline_iam_binding,Generated,clouddeploy,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:816
google_clouddeploy_delivery_pipeline_iam_member,Generated,clouddeploy,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:817
google_clouddeploy_delivery_pipeline_iam_policy,Generated,clouddeploy,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:818
